Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,dry_mass_pc,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,dry_mass_err
Bird Island,BI10,BI10.2,67,70.1,71.2,70.6,1100.566667,23119.33333,56701.33333,1.278333333,-7.459112176,-4.708701764,-6.976449557,-6.946989285,-3.037697317,-6.495795437,-5.270266053,-5.621760754,-5.874653645,-6.831761152,-4.561376219,-3.860771708,-1.886162276,0.151652695,-7.931486565,-6.507366592,-7.974711177,-7.707043377,-4.791751191,-7.153749624,-7.350765841,-7.04608827,-6.623311708,-6.702851335,-6.223695187,-5.669532826,-5.828975856,0.002941087,8.957588582,9.114377546,7.273786889,4.48256118,8.739210768,1.403362315,1.785103665,3.599795132,5.566952631,3.413203773,5.124204491,3.415224303,22.9846784,7.606107268,3.829554977,2.40046354,-1.910044771,2.717220949,-3.711548466,-2.674710889,-1.105433151,0.901039062,-1.361228944,0.670393547,1.193623884,2.29846784
Bird Island,BI10,BI10.2,71,74.7,75.8,75.2,1174.816667,22181.16667,53873,1.321666667,-7.757445037,-5.152808923,-6.897942156,-6.960132376,-3.02641375,-6.075295484,-5.22642249,-5.376733052,-8.184890248,-7.007683019,-4.628286267,-3.861058443,-1.897799599,0.149898092,-8.241317191,-6.91381906,-7.93773564,-8.156675803,-5.197030354,-6.99937397,-7.197691623,-6.847379144,-7.647955729,-6.671019033,-5.957036495,-5.762653468,-6.118675387,0.00220137,7.587472448,8.798830859,6.135380783,3.839451494,8.214682164,0.713556964,1.898255153,3.528245342,4.944958392,2.053546607,4.744930521,3.08978528,23.15568582,6.59085933,2.530005411,1.418641215,-1.593263501,3.358318519,-4.423559632,-3.02013612,-3.683120668,-0.707505577,-2.1563338,0.424757633,-0.650249189,2.315568582
Bird Island,BI10,BI10.2,81,86.5,87.5,87,1349.672727,22325.90909,53674.81818,1.295454545,-8.069112843,-5.243240405,-7.275514563,-6.862532419,-3.200680509,-6.323575816,-5.264410346,-5.479344497,-6.337687568,-6.634957931,-4.645146252,-3.852260821,-1.903108998,0.149104333,-8.184177099,-7.286936096,-7.889184744,-7.944617587,-4.974703707,-6.680563533,-6.889407224,-6.725286961,-6.86299577,-6.968642158,-5.984356123,-6.061898005,-5.314746339,0.004918526,9.572179446,9.200857974,7.694996571,4.83236729,8.745857,0.89182139,1.851257046,3.679101434,4.212387084,3.916356428,5.346617587,3.669950739,24.17673458,8.206258087,4.117395592,3.216498842,0.210621932,3.662177346,-4.562483371,-3.923582055,-1.865871007,-1.975000456,-0.35125628,0.966617242,0.126860282,2.417673458
Bird Island,BI10,BI10.3,88,84.8,85.8,85.3,1324,21329.45455,51592.63636,1.240909091,-9.182482238,-5.194620596,-7.43979748,-7.531482937,-3.599329274,-6.600380532,-5.227632245,-5.745448663,-6.979691579,-6.71247142,-4.666784705,-3.792406883,-1.897712793,0.149911105,-9.111892898,-7.459018004,-7.73585528,-7.899901249,-5.957722668,-7.042561511,-7.706883694,-7.06944127,-6.923974981,-6.385300174,-6.20523898,-6.629415703,-5.478666132,0.004174895,8.03772748,8.8791575,6.354009221,4.046986047,8.230514718,0.956002135,1.777027584,3.611230684,4.174919143,2.587956309,4.874905946,2.590546946,16.6231038,6.890144122,4.246607614,0.866841361,-0.534911896,2.469446142,-3.603033666,-3.040226774,-0.852913741,-1.249761983,-3.764408368,-0.340358867,-1.71277684,1.66231038
Bird Island,BI10,BI10.3,95,93,94,93.5,1444.545455,21085,51886,1.319090909,-7.251353883,-5.055500193,-5.91246639,-6.569465885,-2.49227356,-6.452712627,-5.245164512,-5.944879885,-8.741690408,-5.854592902,-4.039317698,-3.820015956,-1.855059113,0.156443694,-7.675012116,-6.715879234,-6.204093157,-7.32583779,-4.013239092,-6.885808248,-7.143397421,-6.308140132,-8.350284599,-6.085468905,-4.70518101,-5.820368358,-5.057171,0.006363537,8.050065933,8.814719692,6.406919338,4.099327369,9.340557183,1.748332988,1.962918798,3.226963318,4.276288324,2.330599146,4.786385014,2.636235481,15.49312409,6.852111166,2.640003076,0.986831546,-0.563781745,4.5340315,-2.666804554,-2.707977359,-2.48722184,-0.255802626,-2.979420674,0.727805381,-0.95229532,1.549312409
Bird Island,BI10,BI10.3,98,96.3,97.3,96.8,1492.281818,20358.09091,49648.18182,1.288181818,-6.838545922,-5.150809959,-6.127254298,-6.485713881,-2.486459932,-5.975804592,-5.150549247,-5.951064942,-7.999901768,-5.276335399,-3.957398997,-3.737503217,-1.812400248,0.163261797,-7.356156983,-6.852662653,-7.488615571,-7.634326876,-4.761869427,-6.764830309,-7.164215057,-6.840098889,-7.052889521,-5.740547114,-5.488303772,-5.865515915,-5.339634036,0.004797626,8.021130851,8.795637625,6.332786952,3.989329742,8.864092645,1.290119484,1.767793884,2.934614483,3.732868787,2.271544681,4.722121479,2.571192336,27.34117399,6.762202711,4.188050421,1.124175251,-0.863482088,4.162701406,-3.981880233,-3.190369129,-2.464956963,-1.409873796,-1.591044837,-0.069610164,-1.125583675,2.734117399
Bird Island,BI10,BI10.3,104,103.2,104.2,103.7,1595.6,23485.90909,56468.36364,1.455454545,-7.693413057,-5.140846821,-6.533957021,-6.756525326,-3.293251657,-6.513518936,-5.303621034,-6.041035032,-7.441154088,-6.593229821,-4.374094239,-3.861100804,-1.907991806,0.148378059,-7.764989322,-6.66359263,-6.326685865,-8.43588247,-4.33660945,-7.299617048,-7.754352788,-6.939383128,-7.288064315,-6.415513695,-5.758446962,-6.067252721,-5.895360399,0.002752184,7.26163414,8.86638463,6.089253688,3.858788073,7.594508365,0.328791245,1.519186462,2.964972371,3.822720036,1.835218073,4.845287051,2.433247075,16.82974775,6.4249457,4.109916293,1.926886204,-0.208431217,3.314387735,-4.255150841,-3.80810187,-2.6048693,-1.36731273,-2.344705294,-1.118944665,-1.474128284,1.682974775
Bird Island,BI10,BI10.3,114,114.9,115.9,115.4,1769.918182,23787.45455,60059.36364,1.378181818,-8.457492004,-5.338801554,-7.227757726,-7.156247145,-1.795538709,-5.749351409,-5.238021896,-5.753753742,-9.490606918,-7.167615701,-5.262390476,-3.88949864,-1.897168076,0.149992787,-8.495223224,-7.250895891,-7.590111529,-8.096240092,-3.909244818,-6.722408783,-7.253118152,-6.818905453,-9.152774849,-6.868374829,-6.198060387,-6.241545568,-5.849009783,0.002882752,7.448147689,8.628074483,5.871259539,3.658762553,9.673617682,0.434258578,1.755117179,3.740101344,3.578008705,1.798036837,4.547633676,2.096643109,13.84436494,6.353074684,4.1592874,0.578697289,-2.501504703,1.683445868,-4.005882962,-4.022410692,-2.284402228,-2.084137382,-3.163074984,0.390914587,-1.657172179,1.384436494
Bird Island,BI10,BI10.3,120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,-8.567888633,-5.459411321,-7.877215289,-7.413455286,-3.404377204,-6.783856245,-5.259243896,-5.564238508,-6.959186583,-6.795673804,-5.724653485,-3.843187324,-1.920337918,0.146557429,-8.480523203,-7.650891704,-8.193888508,-7.74743289,-4.387006946,-7.071325525,-7.364625847,-6.992184213,-7.280935021,-6.53286956,-6.624848902,-6.744072903,-5.564136854,0.003832888,6.526826575,8.584875349,5.262502143,3.469486612,8.351849857,-0.298646648,1.877134091,4.140955647,4.466231224,0.952679147,4.519042965,1.743367037,12.21081609,5.799965383,4.480160583,0.821645978,-1.318616909,3.720954227,-4.418642073,-2.897999993,-0.566629701,0.035937356,-3.824634575,-0.901140282,-2.219452064,1.221081609
Bird Island,BI10,BI10.4,135,129.4,130.4,129.9,1986.590909,23205.09091,65119.72727,1.433636364,-8.591320404,-5.153746689,-6.856883929,-6.754305356,-0.915518314,-5.378054001,-5.279350098,-5.487370273,-6.075916158,-7.764686044,-4.995238289,-3.882560716,-1.848784746,0.157428366,-8.496961198,-7.221871221,-7.319928491,-7.544646578,-3.254140082,-6.40562111,-6.81226932,-6.896438118,-6.634189009,-7.459124977,-6.02165072,-6.195299207,-5.930363934,0.002657515,7.403298781,8.638926677,5.995270174,3.625065478,8.012808536,0.001918717,2.248086211,4.348073956,4.837444872,1.939443132,4.613116375,2.371499498,16.79692387,6.389709709,4.533998778,1.652429704,-1.149586872,2.749827493,-6.023944765,-3.503776868,-1.66478812,0.434877126,-2.368131898,0.025275726,-1.052868228,1.679692387
Bird Island,BI10,BI10.4,145,141,142,141.5,2162.972727,23972.81818,57889.27273,1.315454545,-8.543590627,-5.378833545,-7.48005937,-7.279909155,-2.797072457,-6.524513395,-5.23590819,-5.575590899,-5.401101578,-7.518497149,-4.710223656,-3.818417798,-1.903318071,0.149073162,-8.761871462,-7.338158899,-7.682855741,-7.836554729,-4.625439144,-6.560457473,-6.959830847,-7.0109981,-6.803902049,-7.178226969,-6.18801118,-6.335376745,-5.689222356,0.003382222,8.596516636,8.610363959,6.259634069,3.947620451,10.5121855,1.326821161,1.967874549,3.704959677,3.610817682,2.281060411,4.513623839,2.269500826,14.8081316,7.032671095,2.902131942,0.625871991,-2.996484677,5.175645282,-3.003790252,-3.4831463,-1.97316695,-1.218525202,-2.820044203,-0.357031769,-1.708559867,1.48081316
Bird Island,BI10,BI10.4,155,152.7,153.8,153.2,2335.408333,23105.16667,59388.66667,1.445,-9.19759933,-5.530233462,-7.526482685,-7.009346596,-1.708798207,-5.143486468,-5.213853769,-5.359552732,-4.811641508,-7.452039535,-5.283877346,-3.83812702,-1.862895602,0.155222517,-8.630318201,-7.505479893,-8.043971942,-7.722906978,-3.151969244,-6.348223826,-6.847444846,-6.779882759,-6.154303148,-7.034744004,-6.075074343,-5.927618022,-5.523652466,0.003991243,8.629573973,8.769699366,7.04706218,4.416430744,8.711906131,0.223606918,1.843284938,4.213439745,4.977744039,3.035576776,4.79591699,4.062899867,16.33050513,7.321501501,4.310113661,2.998570023,0.095350908,4.508997095,-5.699902113,-3.820949104,-0.991264886,0.416448222,-1.293759575,0.039170547,1.866165217,1.633050513
Bird Island,BI10,BI10.4,165,164.8,165.8,165.3,2517.272727,22003.36364,55622.63636,1.340909091,-7.46838244,-4.883225927,-6.241400533,-6.759992299,-1.932890034,-6.003552307,-5.190019176,-5.550710295,-5.910836454,-7.648823876,-4.75102726,-3.847792578,-1.873572475,0.153574041,-7.209401009,-6.91043121,-6.485147328,-7.697981529,-2.550591306,-6.596932091,-7.068922814,-6.493438932,-6.34038836,-7.201384257,-6.387704898,-5.849601068,-5.732965518,0.003237462,7.938952038,8.638156169,5.536358671,3.757374112,10.80058461,2.81930262,2.785444779,4.064186308,4.997875086,1.44930277,4.44731159,1.620829312,15.40632226,6.371748551,3.859687644,1.511993497,-0.356881048,6.401029508,-2.229465523,-3.452511382,-0.86849302,-0.484182057,-2.970261369,0.457205785,-2.155906223,1.540632226
Bird Island,BI10,BI10.4,168,168.4,170,169.2,2576.011765,23517.94118,58045.35294,1.348823529,-7.94288164,-5.243287125,-6.667178526,-6.682521008,-2.029431077,-6.102113566,-5.235597011,-5.793171103,-6.412103977,-6.76162186,-4.916195307,-3.950011913,-1.880932893,0.152447822,-8.322146958,-7.202993439,-7.012399149,-7.942389246,-4.613113375,-6.589318365,-7.091378434,-6.846023968,-6.773854324,-6.777260513,-5.96904778,-6.027930808,-5.340426112,0.004793828,9.953393051,8.779557727,7.361727356,5.391026411,10.85716707,2.65068074,2.508893399,3.526652269,4.998578371,3.765055126,4.797532964,2.827719444,18.59519446,8.314022094,5.056383665,2.19334013,0.451899996,6.451266652,-1.986420591,-0.990654825,-0.369667763,0.181494622,-0.596639562,0.348786965,-0.935962562,1.859519446
Bird Island,BI10,BI10.5,181,174.6,175.6,175.1,2667,23704.54545,59517.81818,1.359090909,-7.385971857,-5.179277768,-6.552134814,-7.104211415,-1.805355183,-5.701431061,-5.158551357,-5.569677741,-5.957715444,-7.197847478,-4.831411473,-3.846268908,-1.855233238,0.156416456,-7.362251156,-6.7885918,-6.976072765,-7.931949671,-3.80846859,-6.815409042,-7.35481075,-7.107919167,-6.772358512,-7.17618341,-5.846383428,-5.879654448,-5.995789839,0.00248921,7.125796965,8.728572459,5.427351666,3.717777568,10.43785559,1.912711248,2.144132106,3.446682196,4.278251253,0.941773671,4.557245096,1.640348392,14.38022471,6.081563636,4.122919788,0.966479451,-1.778265648,5.195126237,-2.792448647,-1.995372519,-1.03233236,-3.593495968,-3.110397769,0.25054418,-1.817559443,1.438022471
Bird Island,BI10,BI10.5,191,186.6,187.6,187.1,2847.454545,21510,58730.81818,1.32,-8.388273141,-5.10791455,-6.771675045,-6.931947096,-1.138398451,-5.146485573,-5.289750721,-5.436506404,-7.46967192,-7.605470068,-4.501174744,-3.911845376,-1.846694053,0.157757844,-8.367441631,-6.629680277,-7.597700967,-7.442140166,-2.954292144,-6.375331579,-6.800878928,-6.450163077,-7.318623485,-6.609559399,-6.144196319,-6.060127178,-5.260162517,0.005194461,9.335893336,8.714904941,6.819533443,4.807186669,10.27900789,1.716033455,1.726975274,3.366387803,4.540272745,3.179659322,4.780424197,2.766188296,20.19056256,7.869624693,4.599801573,2.840424466,0.331048087,5.48800172,-3.210406095,-2.837766885,-1.62716197,-1.368841386,-1.103842472,1.084337082,-1.492280499,2.019056256
Bird Island,BI10,BI10.5,194,190.3,191.3,190.8,2903.109091,21500.09091,61427.81818,1.414545455,-8.784356905,-5.26359483,-6.983354835,-7.163988842,-0.773413214,-5.006379178,-5.291584408,-5.521055726,-8.321201534,-7.880502918,-5.160037351,-3.928363672,-1.817436409,0.162441652,-8.920057892,-6.819972928,-7.577117383,-7.810305566,-2.967329131,-6.635301749,-6.868244841,-6.719089643,-8.009590075,-7.317367887,-6.177588793,-6.076605659,-5.430502713,0.004380893,9.964416906,9.179603981,7.694828214,5.495692562,10.12041603,1.369460676,1.603822812,3.29325928,4.32066545,4.075953721,4.800191443,3.549863136,35.50400774,8.442000628,4.26436897,3.024617315,0.363534882,5.370690396,-3.645716483,-3.182204416,-3.10633591,-1.304791203,-0.18737236,0.864790502,0.063038728,3.550400774
Bird Island,BI10,BI10.5,197,194,195,194.5,2954.418182,21368,63253.63636,1.329090909,-8.587209374,-5.097691425,-6.844437357,-7.181772573,-0.613316933,-5.175312996,-5.182011948,-5.494899926,-6.869666377,-6.839340926,-4.92995734,-3.994983049,-1.827501289,0.160814896,-8.464568851,-6.532351962,-7.78436737,-7.498447594,-2.508600415,-6.129355328,-7.303875011,-6.484838763,-7.115386972,-6.75611182,-5.93679328,-5.690989709,-5.590391799,0.003733565,8.44295623,8.894075166,6.493733139,4.216413111,10.20564683,1.749621785,1.911229494,3.844366223,4.873462692,2.539515838,4.778255336,2.507220385,15.3832195,7.237032993,4.720821217,1.487490806,-0.450747267,5.850544593,-2.67144733,-2.960136565,-2.083269443,-0.142324946,-1.158485909,0.096859297,-1.163172711,1.53832195
Bird Island,BI10,BI10.5,202,199.9,200.8,200.3,3041.911111,20677.77778,62829.77778,1.47,-8.147381152,-4.785086013,-6.436433794,-6.539822974,-0.373030121,-5.060795601,-5.122451571,-5.438924907,-7.278370269,-6.29411012,-4.648737919,-3.944243616,-1.773984203,0.169655698,-8.651713252,-6.319463698,-7.438852587,-7.78035413,-1.601196743,-6.334460081,-7.472759203,-6.768868294,-7.876479576,-6.361616912,-6.489936223,-6.048668805,-5.332772069,0.004830661,7.769694063,8.677030499,5.459085403,3.743368901,11.16100732,1.919349575,2.387147822,4.220879697,4.502894458,0.937504569,4.45197816,1.663020157,16.86311015,6.217367308,2.965496413,1.114993392,-0.676621859,6.750096573,-2.95743079,-3.149671246,-0.203044292,-0.056505767,-2.710432602,0.280656911,-2.123265195,1.686311015
Bird Island,BI10,BI10.6,218,209.5,210.5,210,3183,22777.27273,67689.90909,1.406363636,-7.680382938,-4.862013386,-6.630457578,-6.759117222,-0.521442659,-5.332641305,-5.21107344,-5.612099739,-4.137550533,-6.45038103,-4.636190677,-3.937804813,-1.825238504,0.161179198,-8.436392613,-6.254319848,-7.760966817,-7.580549109,-2.700223154,-6.243828669,-7.325887853,-7.402320643,-5.8760275,-6.438928118,-5.700209614,-6.458822786,-5.310298525,0.004940452,9.974298678,8.819444823,7.164897856,5.078470748,11.58296807,2.472278369,2.272390644,3.539912171,5.543549485,3.24673919,4.711588371,2.81065611,20.94043551,8.124593356,5.049674934,3.307784164,1.450989174,7.414069676,-1.700506825,-2.275329796,-1.7648232,-1.648932335,-0.825745927,0.314048937,-1.485775505,2.094043551
Bird Island,BI10,BI10.6,228,221.4,222.4,221.9,3362.6,22133.63636,59188.27273,1.385454545,-8.055558167,-5.049587655,-6.894649481,-6.901051657,-1.233033698,-5.686310521,-5.257221871,-5.539789618,-4.070777262,-6.855833857,-4.64413631,-3.896259104,-1.865102974,0.15488026,-8.270538631,-7.298066994,-8.280076474,-7.803142009,-3.504801153,-6.602212213,-7.334390222,-6.963960528,-5.431628265,-7.15434778,-6.218173009,-6.574495567,-6.161991044,0.002108052,8.245441404,9.04275541,6.064753414,4.299141954,10.73990984,2.370665283,2.123595827,4.09771294,5.989134594,1.816342239,4.91382517,2.104704269,15.01857475,6.877586549,4.720227342,2.176009856,-0.779840094,6.261742731,-2.325850864,-3.738297792,-0.601321532,0.134088022,-2.242910023,0.884159888,-1.588894026,1.501857475
Bird Island,BI10,BI10.6,239,234.2,235.2,234.7,3550.090909,21143.36364,63280.36364,1.398181818,-8.356472408,-4.762217913,-6.775906936,-6.830904955,-0.491534311,-5.075772438,-5.150389644,-5.447171607,-6.516613611,-6.598689877,-4.508846244,-3.920142893,-1.815150917,0.162813335,-8.166718787,-6.566045119,-7.8929411,-8.0647592,-2.738857101,-6.313701431,-7.169821162,-6.902129806,-7.112905999,-6.951041547,-5.982784891,-6.213724269,-5.382065907,0.004598313,7.686964288,8.881589356,5.965284367,3.937979893,10.25194187,1.82916412,2.040361142,4.293159166,3.880384131,1.511778867,4.760391011,2.235226785,18.8198384,6.335924697,3.436961042,0.186294455,-1.270635019,5.011786677,-2.568766125,-2.032387757,-0.401206142,-0.110695969,-3.140973953,0.305915697,-1.774205963,1.88198384
