"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,0.127999327795264,0.0127999327795264,-3.90274122642275,-0.273191885849593,-3.26431048419646,-4.6058871773497,-1.92273379104321,-3.27941887497248,-4.84704668674496,-1.71179106319999
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.643117857135596,0.0643117857135596,-3.62408283695147,-0.253685798586603,-2.99383339147561,-4.34440703146836,-1.64325975148285,-3.0243674618263,-4.84261157849171,-1.20612334516088
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-0.289616352518115,-0.0289616352518115,-3.30231679805059,-0.231162175863541,-3.48359103547163,-4.82256674868011,-2.14461532226314,-3.48619355565099,-4.85327107506826,-2.11911603623372
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.763593247865126,-0.0763593247865126,-4.63761576586541,-0.324633103610579,-3.73246558641137,-5.07361530731201,-2.39131586551072,-3.72087444960311,-4.86487327438197,-2.57687562482425
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.169726621967429,-0.0169726621967429,-2.8241906861885,-0.197693348033195,-3.42063964871417,-4.75992938517076,-2.08134991225758,-3.4268323728222,-4.8511769699268,-2.00248777571759
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.872673456953866,0.0872673456953866,-3.76611229974393,-0.263627860982075,-2.87329893635486,-4.22991266489016,-1.51668520781956,-2.91070725200188,-4.84145136555403,-0.979963138449727
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.089549385549021,0.0089549385549021,-3.95365364951037,-0.276755755465726,-3.2844996795014,-4.62566041082485,-1.94333894817795,-3.2984566527784,-4.84750438834703,-1.74940891720976
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.244064199715713,-0.0244064199715713,-2.02770212588656,-0.141939148812059,-3.45967262998746,-4.79872655643054,-2.12061870354438,-3.46363924963722,-4.8524425348081,-2.07483596446634
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.692560848870177,-0.0692560848870177,-3.64070836931758,-0.25484958585223,-3.69516807977004,-5.03564515605048,-2.3546910034896,-3.68570407092148,-4.86272577216693,-2.50868236967603
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.00346197834834,-0.100346197834834,-3.80094460400633,-0.266066122280443,-3.85841523326027,-5.20273602433799,-2.51409444218255,-3.83964101534415,-4.87353290248592,-2.80574912820238
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-0.860487026338631,-0.0860487026338631,-3.83625195838584,-0.268537637087009,-3.78334231868076,-5.1256061102319,-2.44107852712961,-3.76884961205046,-4.86809136212153,-2.66960786197938
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-0.21568757677097,-0.021568757677097,-3.91553436973874,-0.274087405881712,-3.44477270688596,-4.78390082077712,-2.1056445929948,-3.4495890895864,-4.85194708869033,-2.04723109048247
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.561842958014985,-0.0561842958014985,-4.4093244422307,-0.308652710956149,-3.62653107086572,-4.96608950659126,-2.28697263514017,-3.62098152477506,-4.85918928209026,-2.38277376745987
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.536235090252889,-0.0536235090252889,-3.72074650778727,-0.260452255545109,-3.61308495850796,-4.95251194342411,-2.27365797359182,-3.60830226264728,-4.85855417874179,-2.35805034655277
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.813407659642534,-0.0813407659642534,-3.05827639376034,-0.214079347563224,-3.75862200771193,-5.10031618798599,-2.41692782743787,-3.74553913432168,-4.86648404436103,-2.62459422428233
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-0.558674200050386,-0.0558674200050386,-3.31764992801864,-0.232235494961305,-3.62486722770539,-4.96440853530135,-2.28532592010943,-3.61941257287224,-4.8591097204484,-2.37971542529607
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.71551149438807,-0.071551149438807,-3.95620802271713,-0.276934561590199,-3.70721894480822,-5.04790000981296,-2.36653787980348,-3.69706765859799,-4.86340117991677,-2.53073413727922
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.362622728500403,0.0362622728500403,-4.00154653642691,-0.280108257549884,-3.14111504141502,-4.48600182448768,-1.79622825834236,-3.16324943726337,-4.84466588974106,-1.48183298478568
