"Location","Site","Section","sample","min_depth","max_depth","midpoint","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","Sr_fit_OLS","Sr_lwr_OLS","Sr_upr_OLS","Sr_fit_WLS","Sr_lwr_WLS","Sr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.746941844260196,-0.0746941844260196,-0.31952155642021,-0.00639043112840421,-0.384151683106985,-1.4225743852438,0.654271019029827,-0.527254427901535,-2.2325674806643,1.17805862486124
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-3.02453796052671,-0.302453796052671,-0.130172669684372,-0.00260345339368745,-0.900190252538624,-1.99980266200688,0.199422156929632,-1.22357262786431,-3.86759699834369,1.42045174261507
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.46136827783289,-0.146136827783289,-0.0222443783921449,-0.000444887567842898,-0.54602041484215,-1.59875451372436,0.506713684040064,-0.745672489241848,-2.74470358228694,1.25335860380324
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.834820667841827,0.0834820667841827,0.00804840663550621,0.000160968132710124,-0.0257692385216213,-1.04958194783993,0.99804347079669,-0.043669995468918,-1.1046357922661,1.01729580132826
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.715289550881678,0.0715289550881678,-0.517220185829997,-0.0103444037165999,-0.052851593535377,-1.0769270646438,0.971223877573045,-0.0802136528833263,-1.18935577218823,1.02892846642158
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.317449419599421,0.0317449419599421,-0.354170855534067,-0.00708341711068135,-0.142990863945587,-1.16893879243449,0.882957064543313,-0.201843349258783,-1.47214686396176,1.0684601654442
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.755743633673367,0.0755743633673367,-0.694933144142148,-0.013898662882843,-0.0436858477464738,-1.06765685841556,0.980285162922613,-0.0678458261604617,-1.16066845715054,1.02497680482962
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,1.3453819981224,0.13453819981224,-0.154936790068664,-0.00309873580137328,0.089909452973949,-0.934343566818799,1.1141624727667,0.112421395771393,-0.744653276020662,0.969496067563448
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.710518928941728,0.0710518928941728,-0.344767997242384,-0.00689535994484768,-0.053932480925204,-1.07802131790427,0.970156356053865,-0.0816721515425946,-1.19273972347404,1.02939542038885
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1.06333795916205,0.106333795916205,0.344449625450754,0.00688899250901509,0.0260062871130928,-0.997690409100553,1.04970298332674,0.0261934661940314,-0.943082064288608,0.995468996676671
