"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_sd","K_sd_pc","K_se_pc","Ca","Ca_sd","Ca_sd_pc","Ca_se_pc","Ti","Ti_sd","Ti_sd_pc","Ti_se_pc","Mn","Mn_sd","Mn_sd_pc","Mn_SE","Fe","Fe_sd","Fe_sd_pc","Fe_se_pc","Co","Co_sd","Co_sd_pc","Co_se_pc","Ni","Ni_sd","Ni_sd_pc","Ni_se_pc","Cu","Cu_sd","Cu_sd_pc","Cu_se_pc","Zn","Zn_sd","Zn_sd_pc","Zn_SE","Rb","Rb_sd","Rb_sd_pc","Rb_se_pc","Sr","Sr_sd","Sr_sd_pc","Sr_se_pc","Zr","Zr_sd","Zr_sd_pc","Zr_se_pc","Mo_inc","Mo_inc_sd","Mo_inc_sd_pc","Mo_inc_se_pc","Mo_coh","Mo_coh_sd","Mo_coh_sd_pc","Mo_coh_se_pc","coh_inc","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","dry_mass_err"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.49090909,20689.81818,52220.36364,1.329090909,8.636363636,9.831304362,113.836155775319,6.87709367236461,42,15.8113883,37.6461626190476,2.27428785672673,15.27272727,17.90581419,117.240450074507,7.08275461219834,16.36363636,11.56955252,70.7028209712673,4.27131362095107,5450.545455,835.9219298,15.3364821319521,0.926510768987573,68.90909091,58.91087259,85.4907122007191,5.16468280149861,172.7272727,26.46163604,15.3198945518926,0.925508676628694,88,47.18262392,53.6166180909091,3.23909835583646,8,18.15488915,226.936114375,13.7097120468441,26.18181818,39.54950867,151.057151180629,9.12569623837346,28.72727273,47.40272336,165.009480034967,9.96858724980486,792.3636364,126.0430662,15.9072249671451,0.960990604622578,38213.72727,1611.558568,4.21722423623714,0.254771833363834,5590.272727,191.8406062,4.21722423623714,0.207315732635944,0.146376585,0.003886984,1782.206118,320.79710124,1557.061769,202.41802997,134.9563972,18.893895608,34.34524027,4.1214288324,13959.03161,2512.6256898,0.738789575,0.05171527025,2.467420581,1.33240711374,4.369649931,0.61175099034,22.90793616,2.0617142544,2.288761162,0.36620178592,26.58846642,0.5317693284,2.896325963,0.14481629815,12.51434728,1.251434728
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.216666667,24515.91667,60507.16667,1.321666667,10.41666667,8.979353422,86.2017928236154,5.20764075294168,43.08333333,12.12404323,28.140912721713,1.70005471016631,12.83333333,12.82634599,99.945553194791,6.03793168150797,35.66666667,18.95608961,53.1479147894254,3.21078295387216,5083.583333,710.0685573,13.9678748392025,0.843830178723294,81.58333333,41.30476163,50.6289213054394,3.05860499220908,238.75,34.79322034,14.573076582199,0.880391753109901,98.91666667,46.75557008,47.2676361365706,2.85554232895941,0.181818182,0.603022689,331.662478618338,20.0364630861985,56.5,72.09148229,127.595543876106,7.70832870660357,2.083333333,7.216878365,346.410161575426,20.9274031961791,898.5,114.7443799,12.7706599777407,0.771503783896061,45226.25,654.3573009,1.44685288057268,0.0874075790952362,6602.416667,185.3877795,1.44685288057268,0.169630090129199,0.145989152,0.003613515,1331.46149,239.6630682,1397.543318,181.68063134,79.78694045,11.170171663,28.06949723,3.3683396676,9355.988249,1684.07788482,0.761205508,0.05328438556,2.98969441,1.6144349814,3.255429522,0.45576013308,12.50967591,1.1258708319,1.525038372,0.24400613952,25.05462045,0.501092409,2.113253146,0.1056626573,10.48614151,1.048614151
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.0833333,21782.66667,52798.33333,1.291666667,9.833333333,8.558178792,87.0323267012553,5.25781513941582,56.5,15.82001034,28.000018300885,1.69154296692139,12.5,7.786935446,62.295483568,3.76340779381158,12.91666667,12.28789747,95.1321094206111,5.7471409086095,1170,185.3448874,15.8414433675214,0.957016592855846,33.08333333,34.65796074,104.759579073527,6.32875762062876,191.9166667,24.60028948,12.8182142296451,0.774376641316787,71.25,53.7623136,75.4558787368421,4.5584563416569,4.333333333,12.70170592,293.116290484086,17.7078026996422,28.58333333,44.55937476,155.892856321387,9.41783186960968,10.25,24.83445188,242.287335414634,14.637113225808,921.5,127.6639766,13.8539312642431,0.836946595620692,42093.83333,1322.154016,3.1409684303038,0.189752842319913,6060.5,252.6443782,3.1409684303038,0.251840690745458,0.143955505,0.003010999,1545.22611,278.1406998,2547.021617,331.11281021,340.544392,47.67621488,37.1899001,4.462788012,3942.206507,709.59717126,1.745989306,0.12221925142,3.556521683,1.92052170882,5.828405269,0.81597673766,13.94648753,1.2551838777,4.398970104,0.70383521664,46.4043754,0.928087508,6.431024383,0.32155121915,13.6157151,1.36157151
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.8666667,21759.58333,52292.16667,1.33,11.33333333,9.208033383,81.247353403308,4.90833212155431,125.0833333,20.78224038,16.6147158312098,1.00373169080365,31.91666667,13.74083717,43.0522313375402,2.60088041181699,28.5,8.639233973,30.3131016596491,1.83128144299577,1496.25,127.3064485,8.50836748538012,0.514009277609025,50.16666667,34.22341924,68.2194403409821,4.12128711046072,203.3333333,17.30650605,8.5113964194281,0.514192262206788,87.41666667,47.77686457,54.6541825374774,3.30177991637905,90.91666667,60.62471493,66.6816296180868,4.02838456715461,74.33333333,79.60394386,107.09050743978,6.46957415303107,248.0833333,60.54368571,24.4045760368699,1.47433435622293,840.25,91.05954595,10.83719678072,0.654699000499964,40802.66667,1078.149453,2.64235046625692,0.15963022949871,6037.25,98.40650847,2.64235046625692,0.0984712342444162,0.148022999,0.003202734,4972.490853,895.04835354,6361.863436,827.04224668,1070.668936,149.89365104,59.55046887,7.1460562644,4568.280308,822.29045544,1.171208352,0.08198458464,7.052448962,3.80832243948,18.80830619,2.6331628666,83.1136075,7.480224675,19.01381163,3.0422098608,121.9608593,2.439217186,35.64216716,1.782108358,19.65584023,1.965584023
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,26.3,22.63748121,86.0740730418251,5.19992491874819,217.7,27.90877998,12.8198346256316,0.774474533018325,75.3,27.37821518,36.358851500664,2.19651854796622,44.1,17.53377693,39.7591313605442,2.40193696665215,7994.7,1003.562881,12.5528522771336,0.758345539492643,144.2,53.02368444,36.7709323439667,2.22141326213395,213,38.55443482,18.1006736244131,1.09350168406668,137.5,51.66827954,37.5769305745455,2.27010539596171,74.1,26.91323508,36.3201553036437,2.19418082521144,47,37.44922488,79.6792018723404,4.81359662299961,349.4,106.5574441,30.4972650543789,1.84240716054967,793.2,107.0252307,13.4928430030257,0.815132455996333,38550.7,967.395593,2.5094112246989,0.151599076209134,6177,126.3232186,2.5094112246989,0.123546458243221,0.160262792,0.00242683,16457.36219,2962.3251942,8442.247188,1097.49213444,1962.99309,274.8190326,148.1529747,17.778356964,18556.10587,3340.0990566,14.98993637,1.0492955459,9.844407416,5.31598000464,25.3957986,3.555411804,90.06087679,8.1054789111,43.16823811,6.9069180976,150.558177,3.01116354,40.9140318,2.04570159,21.79052633,2.179052633
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,23491.90909,61638.18182,1.349090909,11.09090909,8.141922936,73.4107805765091,4.4349074434883,171.7272727,21.74898117,12.6648381634724,0.765110854300489,33.09090909,12.9340987,39.0865620065683,2.36130556604878,36.45454545,17.27057403,47.3756394896977,2.8620670501372,10621.27273,985.4789791,9.27835113692632,0.560525691149235,258.1818182,60.44802426,23.4129671413089,1.41442907204782,227.4545455,38.94448263,17.1218748538925,1.03437028784709,143,51.50145629,36.0150043986014,2.17574598485786,17.45454545,19.22167337,110.124170377637,6.65284443347868,5.636363636,9.902249515,175.685072051657,10.613523349471,148.1818182,98.66794635,66.5857306574741,4.02259109907126,831.4545455,100.5160322,12.0891794679593,0.730334040682774,40697.09091,1249.597652,3.07048396840805,0.185494720253142,6303.272727,167.3362429,3.07048396840805,0.160379418326182,0.154934023,0.003348951,10808.43657,1945.5185826,8467.75867,1100.8086271,1538.231355,215.3523897,149.1109339,17.893312068,34440.81517,6199.3467306,4.788646274,0.33520523918,10.02079263,5.4112280202,25.1006547,3.514091658,83.32372544,7.4991352896,21.08188416,3.3731014656,145.2111951,2.904223902,27.74345656,1.387172828,19.47346052,1.947346052
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,23876.4,60911.7,1.358,14.7,7.572611468,51.5143637278912,3.11209652518657,248,30.23978248,12.1934606774194,0.736633898938178,39.4,14.82640288,37.6304641624366,2.27333947827974,32,16.00694294,50.0216966875,3.02192121147797,6755.8,1156.003537,17.1112753041831,1.0337299456312,189.9,73.9541149,38.9437150605582,2.35267586644383,219.5,38.77929001,17.6671025102506,1.06730869515714,142.2,30.11016809,21.1745204571027,1.27919956238075,265.8,53.05091894,19.9589612264861,1.20576494368406,47.9,51.60415573,107.733101732777,6.50839469397579,369.7,85.43750152,23.1099544279145,1.39612340457567,866.8,126.1787092,14.5568423165667,0.879411005256157,42680.9,801.7086545,1.87837804380882,0.113476967589123,6658.3,145.3142572,1.87837804380882,0.131846797606572,0.156005654,0.002073748,66668.75515,12000.375927,10818.31417,1406.3808421,3006.601666,420.92423324,498.7089785,59.84507742,25853.87296,4653.6971328,6.375776882,0.44630438174,9.325702706,5.03587946124,12.41602198,1.7382430772,63.36397587,5.7027578283,138.1998527,22.111976432,165.8736664,3.317473328,60.55383697,3.0276918485,26.28431951,2.628431951
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.2454545,24296.54545,57427.36364,1.319090909,10.18181818,8.412112479,82.6189618620748,4.99119401888827,201.4545455,15.58437446,7.73592594861554,0.467344377792486,13.90909091,14.03890698,100.933318150266,6.09760474476993,34.81818182,16.98716093,48.7881906580267,2.94740238701189,1059.545455,180.1123892,16.9990242844277,1.0269486135279,61.54545455,35.1692014,57.1434586959274,3.45216258875101,235.4545455,31.43044268,13.3488366568825,0.806432714467843,125.0909091,36.71908099,29.3539164869656,1.77333494755448,3.272727273,10.8544084,331.66247886125,20.0364631008734,31.63636364,61.23605593,193.562245733499,11.6935229082211,301.6363636,99.87519485,33.1111254816891,2.00031624385162,927.1818182,95.6230288,10.3132985271044,0.623049149533332,45251.90909,298.8807302,0.660482035366875,0.0399011789812813,6734.363636,161.2279583,0.660482035366875,0.144633371371374,0.148821988,0.003551217,2479.827204,446.36889672,6975.196896,906.77559648,301.0170716,42.142390024,55.70453095,6.684543714,26327.35852,4738.9245336,17.04437568,1.1931062976,9.672030755,5.2228966077,30.70187991,4.2982631874,154.2471074,13.882239666,5.28425398,0.8454806368,110.8952002,2.217904004,6.355756988,0.3177878494,15.13709242,1.513709242
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.1454545,24361,56855.45455,1.398181818,6.090909091,7.751832628,127.268893890638,7.68859505930282,175,17.37239189,9.92708108,0.599716900270799,8.454545455,9.277538859,109.734330584423,6.62929335028472,33,15.54348738,47.1014769090909,2.8455042829263,848.8181818,82.92022453,9.76890296508019,0.590161010880362,34.90909091,34.7000131,99.4010791901198,6.00503880396138,242.6363636,31.40787394,12.9444216332626,0.7820011094035,129.4545455,54.47635016,42.0814502492692,2.54223338149582,13,22.21260903,170.866223307692,10.3224060504065,28.27272727,36.03634529,127.459742195575,7.70012462705154,142,97.45460482,68.6300033943662,4.14609013158617,922.1818182,63.17407408,6.85050093519616,0.413853896533104,45281,466.7517541,1.03078941299883,0.0622722657963437,6665,176.81742,1.03078941299883,0.160269032119492,0.147191486,0.003572464,23399.21394,4211.8585092,7326.374157,952.42864041,1904.013462,266.56188468,235.7531016,28.290372192,20544.92897,3698.0872146,5.701846016,0.39912922112,6.289145655,3.3961386537,12.23274868,1.7125848152,56.72463202,5.1052168818,58.41930414,9.3470886624,153.965778,3.07931556,31.40903404,1.570451702,22.36604891,2.236604891
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.718182,22100.09091,54142.18182,1.27,25.81818182,20.3951866,78.995441050775,4.77228912111348,270.9090909,43.27922029,15.9755511142945,0.965118338127082,65.45454545,47.76685804,72.9771442328456,4.4087105139205,53,34.30160346,64.7200065283019,3.90987858242205,2591.363636,263.6502504,10.1741896327205,0.614645273885727,73.27272727,18.13334447,24.7477405927325,1.49506568520738,197,28.72281323,14.5801082385787,0.880816551007071,131.8181818,61.3413697,46.5348321926255,2.81127202369774,495.4545455,70.33116469,14.1952809453032,0.857568284008653,137.6363636,115.2347801,83.7240806760169,5.057956688014,578.8181818,175.5829252,30.3347287146328,1.8325879811687,860.4545455,100.4752344,11.6769950168158,0.70543306733648,39740.27273,1545.351746,3.88862893946224,0.234920665509223,6298.272727,213.911239,3.88862893946224,0.205180866394597,0.158576434,0.004789498,867.9986358,156.239754444,5816.665099,756.16646287,225.6496719,31.590954066,36.54824658,4.3857895896,2355.109726,423.91975068,1.54911114,0.1084377798,7.635178907,4.12299660978,44.61646774,6.2463054836,109.0593506,9.815341554,3.560602291,0.56969636656,97.81476508,1.9562953016,6.255310392,0.3127655196,12.20914471,1.220914471
