"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_sd","K_sd_pc","K_se_pc","Ca","Ca_sd","Ca_sd_pc","Ca_se_pc","Ti","Ti_sd","Ti_sd_pc","Ti_se_pc","Mn","Mn_sd","Mn_sd_pc","Mn_SE","Fe","Fe_sd","Fe_sd_pc","Fe_se_pc","Co","Co_sd","Co_sd_pc","Co_se_pc","Ni","Ni_sd","Ni_sd_pc","Ni_se_pc","Cu","Cu_sd","Cu_sd_pc","Cu_se_pc","Zn","Zn_sd","Zn_sd_pc","Zn_SE","Rb","Rb_sd","Rb_sd_pc","Rb_se_pc","Sr","Sr_sd","Sr_sd_pc","Sr_se_pc","Zr","Zr_sd","Zr_sd_pc","Zr_se_pc","Mo_inc","Mo_inc_sd","Mo_inc_sd_pc","Mo_inc_se_pc","Mo_coh","Mo_coh_sd","Mo_coh_sd_pc","Mo_coh_se_pc","coh_inc","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","dry_mass_err"
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.566667,23119.33333,56701.33333,1.278333333,24.75,15.43976566,62.3828915555556,3.76868830345316,387.8333333,65.15133897,16.7987981888095,1.01485251272548,40.25,15.05218196,37.3967253664596,2.25921880120793,41.33333333,19.22277689,46.5067182860086,2.80957360048603,2063.416667,370.9987646,17.9798278521902,1.08620112397813,64.75,34.10978265,52.679201003861,3.18246691854137,221.0833333,27.53001117,12.4523231846894,0.752272354915845,155.6666667,37.59916182,24.1536371382969,1.45917458295254,121.0833333,57.90188933,47.8198673194274,2.88890383477838,45.91666667,52.90894122,115.228184136826,6.96118918113741,449,84.36931799,18.7904939844098,1.13517525605697,904,140.3411428,15.524462699115,0.937867090361563,42998.16667,738.9956124,1.71866772383949,0.103828514306492,6520.5,154.9589388,1.71866772383949,0.143568926444412,0.151652695,0.002941087,7766.606331,1397.98913958,9084.977882,1181.04712466,1442.000824,201.88011536,88.46094721,10.6153136652,6242.966621,1123.73399178,4.068857773,0.28482004411,5.960197779,3.21850680066,36.59073739,5.1227032346,261.6355831,23.547202479,30.36236272,4.8579780352,168.0404108,3.360808216,30.42377281,1.5211886405,22.9846784,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.816667,22181.16667,53873,1.321666667,17.58333333,11.17186672,63.5366827798174,3.83839138041987,238.5,43.05915593,18.0541534297694,1.09069129632965,41.75,15.33934335,36.7409421556886,2.21960148860176,39.08333333,11.95033916,30.5765607531409,1.84719758890248,1999.833333,256.1572079,12.8089278077855,0.773815628055447,94.75,37.82044901,39.916041171504,2.41141623499825,221.25,31.0779811,14.0465451299435,0.848582824795827,190.3333333,43.34918125,22.7754017115193,1.37591233583988,10,20.16297236,201.6297236,12.1808970698817,36.58333333,51.91681867,141.913855147327,8.57332952441587,402.3333333,105.8148755,26.3003004578542,1.58885925678115,866.8333333,131.1583591,15.1307470607626,0.914081858799731,41187.16667,748.5769327,1.81750043332126,0.109799216640654,6174.333333,163.8199307,1.81750043332126,0.160288138210384,0.149898092,0.00220137,1973.319538,355.19751684,6626.492173,861.44398249,461.9149499,64.668092986,46.49996193,5.5799954316,3694.801697,665.06430546,2.041238975,0.14288672825,6.674238754,3.60408892716,34.06414422,4.7689801908,140.4650062,12.641850558,7.795499709,1.24727995344,114.9998151,2.299996302,21.97235957,1.0986179785,23.15568582,2.315568582
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.672727,22325.90909,53674.81818,1.295454545,12.45454545,11.84367879,95.0952311952902,5.74491301354159,217.3636364,28.00811571,12.8853731810313,0.778433861946515,28.36363636,15.98294546,56.3501282315834,3.4042357426688,42.90909091,13.96033342,32.534675342531,1.96549161737475,1678.181818,299.3849756,17.8398414515536,1.0777442362391,73.18181818,50.73030294,69.3209108514117,4.18782937751094,213.4545455,44.4147805,20.8076058516168,1.2570334404268,171.5454545,48.62584423,28.3457491611939,1.71242933202726,73.36363636,45.61419237,62.1754790699963,3.75615805695728,53.27272727,38.75845949,72.7547874422912,4.3952774489429,395.0909091,102.3654771,25.9093476317094,1.56524093280875,873.9090909,98.45451188,11.2659901247401,0.680603353759509,41158.81818,1029.405345,2.50105661561539,0.151094355816286,6136.545455,242.7893588,2.50105661561539,0.239017891665804,0.149104333,0.004918526,14359.67839,2584.7421102,9905.624178,1287.73114314,2197.326275,307.6256785,125.5077224,15.060926688,6284.597012,1131.22746216,2.439569014,0.17076983098,6.367819135,3.4386223329,39.61078518,5.5455099252,67.51751759,6.0765765831,50.21714125,8.0347426,209.897137,4.19794274,39.24997232,1.962498616,24.17673458,2.417673458
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21329.45455,51592.63636,1.240909091,3.636363636,5.005451573,137.649918271265,8.31573567727644,223.5454545,26.12417898,11.6862939747227,0.705994837928132,23.45454545,17.85140687,76.1106494604866,4.59801248767885,21.45454545,15.15495718,70.6375122946266,4.26736817950659,1101.818182,119.6334553,10.8578218488683,0.655945006434448,54.36363636,34.65623386,63.7489251647993,3.85121341181073,215.9090909,16.93785432,7.84490094854084,0.473927798300038,128.9090909,34.92121002,27.0897962092447,1.63655443938168,36.45454545,39.97340025,109.652718903947,6.62436300835978,48.45454545,67.97111686,140.27810235087,8.47451008405926,379.7272727,88.63531002,23.3418340983966,1.4101317677689,907.8181818,62.34551817,6.8676216691742,0.41488819789812,40259.81818,896.363522,2.22644701968696,0.134504583422202,6034.909091,199.4965937,2.22644701968696,0.19970524490256,0.149911105,0.004174895,3095.570446,557.20268028,7180.738417,933.49599421,574.7925663,80.470959282,57.22472424,6.8669669088,3753.765384,675.67776912,2.601276107,0.18208932749,5.912256586,3.19261855644,37.01157435,5.181620409,65.03458094,5.8531122846,13.30255749,2.1284091984,130.9618352,2.619236704,13.33706426,0.666853213,16.6231038,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.545455,21085,51886,1.319090909,26.63636364,16.8598501,63.2963655544988,3.82387328589759,242,36.4280112,15.0528971900826,0.909378776115667,100.8181818,72.27975952,71.6931789777625,4.33114333615409,52.36363636,22.839758,43.6175934058068,2.63503518343405,3160.363636,725.0415537,22.9417129548316,1.38595956548529,60.09090909,38.72326057,64.4411295425785,3.89303100758237,200.4545455,23.19208329,11.5697467633629,0.698953963398282,99.09090909,68.64612814,69.2759091327457,4.18511072426254,5.090909091,10.01453489,196.714078192916,11.883932070542,107.1818182,83.24279931,77.6650375109983,4.6919165039711,657.6363636,307.6992924,46.7886676332203,2.82660678347109,834.5454545,85.4977937,10.244833668314,0.618913036152132,38250.63636,2260.375291,5.90937957143048,0.356998675697517,5976.090909,279.3658728,5.90937957143048,0.282410522950343,0.156443694,0.006363537,3134.001598,564.12028764,6732.62029,875.2406377,606.0238476,84.843338664,60.2997145,7.23596574,11390.75321,2050.3355778,5.745017677,0.40215123739,7.120078834,3.84484257036,25.20300712,3.5284209968,71.97280393,6.4775523537,10.28410137,1.6454562192,119.867266,2.39734532,13.96054981,0.6980274905,15.49312409,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.281818,20358.09091,49648.18182,1.288181818,39.81818182,24.97926413,62.7333117391446,3.78985796093866,210.3636364,43.64693054,20.7483247993521,1.2534521410879,79.90909091,24.39038559,30.5226668358302,1.84394173828813,54.63636364,16.42116151,30.0553704821927,1.81571133315162,3007.090909,344.6869462,11.4624717586149,0.692473243355245,90.09090909,38.94985121,43.2339418077017,2.61185794277838,208.6363636,20.99177328,10.0614163886817,0.607832393059695,94.09090909,41.05960191,43.6382242525955,2.63628153846897,11.36363636,33.31147768,293.141003677805,17.7092956782745,179,105.1655837,58.7517227374302,3.54932137268905,687.0909091,135.9481184,19.7860452815588,1.1953187094221,857.9090909,86.34865899,10.0650127042499,0.608049654428629,36182.81818,2511.390484,6.94083714404581,0.41931130649248,5897.909091,285.0955821,6.94083714404581,0.292023049524887,0.163261797,0.004797626,3044.618396,548.03131128,6605.365982,858.69757766,562.7226914,78.781176796,54.01867077,6.4822404924,7073.372392,1273.20703056,3.633220643,0.25432544501,5.857915852,3.16327456008,18.81424853,2.6339947942,41.79884834,3.7618963506,9.694363956,1.55109823296,112.4064678,2.248129356,13.08141258,0.654070629,27.34117399,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,23485.90909,56468.36364,1.455454545,19.63636364,18.67764828,95.1176532601634,5.74626758001838,254.2727273,55.96086295,22.0082049475858,1.32956428433751,62.90909091,77.92747211,123.873149306013,7.48345062661504,50.54545455,9.595453469,18.9838108182569,1.14685395309094,1610.090909,562.2788373,34.9221794966361,2.109726018116,64.36363636,29.1454035,45.2824065703549,2.7356102248311,216.0909091,19.98726868,9.24947225371268,0.55878105401123,103.3636364,42.24753893,40.8727289416455,2.46921185683438,24.72727273,30.60748572,123.780273118701,7.47783977094505,59.54545455,72.52911641,121.804622969328,7.35848638055233,547.2727273,137.9138071,25.2001973093754,1.52239959508734,914.3636364,104.60332,11.4400131234265,0.691116467584913,43429,552.6917767,1.27263297957586,0.0768825699662389,6444.272727,162.0747302,1.27263297957586,0.151937898087577,0.148378059,0.002752184,1424.582603,256.42486854,7089.603048,921.64839624,441.0920959,61.752893426,47.40786167,5.6889434004,1987.252608,357.70546944,1.389287804,0.09725014628,4.568507031,2.46699379674,19.39416739,2.7151834346,45.72842227,4.1155580043,6.266500548,1.00264008768,127.1397723,2.542795446,11.39582517,0.5697912585,16.82974775,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.918182,23787.45455,60059.36364,1.378181818,8.545454545,9.201778484,107.680386520621,6.50521005154403,203.5454545,31.02374457,15.2416788899602,0.920783495686911,30.63636364,21.72681628,70.91839140998,4.2843367074206,33.09090909,13.0648731,39.4817593692165,2.38518031184894,7030.181818,810.6680971,11.5312536444559,0.696628509040992,135.0909091,51.37208297,38.0277868527572,2.29734261982015,225,29.92657682,13.3007008088889,0.803524721542433,134.1818182,45.84935808,34.169575800248,2.064259566065,1.545454545,5.125692858,331.662479144607,20.0364631179916,32,44.28769581,138.39904940625,8.36099234422103,219.7272727,87.07593342,39.6290967206821,2.39408128676825,866.5454545,82.28774348,9.49606775416996,0.573678433005435,42366.36364,428.9103106,1.01238405600392,0.061160357516718,6354.727273,141.9909088,1.01238405600392,0.134985879602689,0.149992787,0.002882752,1716.680373,309.00246714,5586.311354,726.22047602,354.6954517,49.657363238,38.81328375,4.65759405,15892.74003,2860.6932054,1.543818014,0.10806726098,5.784125479,3.12342775866,42.10225675,5.894315945,35.80217711,3.2221959399,6.037782671,0.96604522736,94.40874214,1.8881748428,8.138802933,0.40694014665,13.84436494,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,7.7,9.393259995,121.990389545455,7.36970894983637,187.9,22.80570104,12.1371479723257,0.733231924009952,16.6,12.68595023,76.4213869277108,4.61678482459641,26.1,19.3186726,74.0179026819923,4.47158503121545,1472,564.7396647,38.3654663519022,2.31774258440996,49.9,38.44028558,77.0346404408818,4.6538328242083,229.7,31.25184439,13.6055047409665,0.821938600492632,169,40.04441978,23.6949229467456,1.43146264518852,41.3,30.39389559,73.5929675302663,4.44591375987642,48.3,63.36499209,131.190459813665,7.92550552075795,143.2,55.86849639,39.0143131215084,2.35694085128046,945.1,54.88260198,5.8070682446302,0.350817822405719,44116.7,1115.395301,2.5282836227551,0.152739199471122,6464.9,212.4897122,2.5282836227551,0.198564138262604,0.146557429,0.003832888,683.2265993,122.980787874,5350.125775,695.51635075,192.9637106,27.014919484,32.12024806,3.8544297672,4238.013215,762.8423787,0.741821487,0.05192750409,6.534750001,3.52876500054,62.86286744,8.8008014416,87.02811474,7.8325303266,2.592646444,0.41482343104,91.74775016,1.8349550032,5.71655892,0.285827946,12.21081609,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.590909,23205.09091,65119.72727,1.433636364,6.727272727,8.223027534,122.234193077928,7.38443765987631,225.2727273,29.26120609,12.9892359544404,0.784708441555611,40.81818182,25.22228452,61.791788353595,3.73297845307891,45.45454545,20.65121612,45.4326754685433,2.74468830096469,15614.18182,1662.979243,10.6504411321118,0.643416679162119,180.1818182,65.16259384,36.1649108056342,2.18480216209989,198.8181818,44.13120932,22.1967673783445,1.34095575737684,161.4545455,39.96839661,24.7552005960712,1.4955163604907,89.72727273,51.89815201,57.8398857236725,3.49423528413633,16,23.06078923,144.1299326875,8.707207664671,263.8181818,93.6843831,35.5109653401455,2.14529587174641,803.5454545,87.99814048,10.9512336840678,0.661588221776701,38979.18182,780.3019695,2.00184286346316,0.120935750119344,6136.454545,161.467869,2.00184286346316,0.158961997209486,0.157428366,0.002657515,1641.390095,295.4502171,5647.265231,734.14448003,401.5251511,56.213521154,37.52718028,4.5032616336,3019.385269,543.48934842,1.001920559,0.07013443913,9.469595678,5.11358166612,77.32937965,10.826113151,126.1466188,11.353195692,6.954876946,1.11278031136,100.7977844,2.015955688,10.71344504,0.535672252,16.79692387,1.679692387
