"Location","Site","Section","sample","min_depth","max_depth","midpoint","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-4.88580231130227,-5.86543918209985,4.60353110603016,0.287930675297533,4.75296566418735,4.00285335267012,5.50307797570457
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-4.74454510749841,-5.87393969170047,4.70471429278773,0.227197873431854,4.81029905292354,4.06028412146476,5.56031398438232
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-4.62161410980006,-6.14623961255331,4.55442858181256,-1.78282650918646,4.86019421217187,4.11023179896186,5.61015662538189
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-4.08867627262037,-6.09394471978052,4.69965995389204,-0.0403277625063534,5.07650270029455,4.32642102248252,5.82658437810657
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-4.43220354414176,-5.96829645128029,4.53250398956068,-0.269873776303446,4.93707205839279,4.1871318428528,5.68701227393278
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-4.53467383050846,-5.46208967329404,4.00686912375442,-0.100802093292027,4.89548148032692,4.14553809920071,5.64542486145313
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.17304156789586,-5.92417477109219,3.98120094013651,-0.668511562764478,5.04226056509988,4.29223532696359,5.79228580323616
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-4.40917184078114,-6.03651275273776,4.83863377723039,-0.0949163771547678,4.94642015227029,4.19647777893156,5.69636252560901
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-4.05405707751701,-5.95718755085103,5.0275703373299,0.270360653346096,5.09055391833615,4.34044499378693,5.84066284288538
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-3.69699444989915,-4.92959001409509,4.92796820808576,1.33525561959417,5.23547828241182,4.48494965980513,5.98600690501852
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.08595040270555,-6.08360161305509,5.15122272117239,0.754487377820605,5.07760907473254,4.32752533779499,5.8276928116701
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-3.91386241039485,-5.35793280900178,4.96127239704665,0.658357125488896,5.14745604532443,4.39721247319502,5.89769961745383
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-3.91792092640917,-5.83319233571919,4.8652129416843,-0.00387427030245468,5.14580877729083,4.39556965099233,5.89604790358933
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-4.18590283783363,-6.18753118470318,5.03272069818746,0.773787973652428,5.03704044060975,4.28702256577401,5.78705831544549
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-4.1224195020256,-5.92631680766657,4.90990425474619,0.99908755536352,5.06280701868251,4.31274960965022,5.8128644277148
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-4.96388924171423,-6.16786177465044,5.02211114919423,0.281675358462114,4.72127178793916,3.97108865326562,5.47145492261269
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-4.67048038790745,-5.69387159112233,4.79952697956569,0.340195707320899,4.84036039666812,4.09038069901148,5.59034009432476
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-4.49306887399087,-5.9786972582238,4.85154838767966,-0.722454620655601,4.91236807500061,4.16242849287979,5.66230765712144
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-3.74417159975378,-5.63311210799725,5.43893495275558,0.911481891915043,5.21633004926517,4.46587136817814,5.96678873035219
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-3.80721701878813,-5.67759318728592,4.99114666985596,-0.0191632609943816,5.19074121258855,4.44036911427563,5.94111331090147
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-4.04524788079171,-6.16905683127644,4.5067322610346,0.591593622014256,5.09412938979321,4.34401315252695,5.84424562705947
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-4.54288002608588,-6.388038983312,4.50083290786636,0.278017796158606,4.89215075461229,4.14220621841088,5.64209529081371
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-4.30125852040269,-5.72453754514049,4.51844421677488,1.00657789195628,4.99021994570002,4.24025343557203,5.74018645582801
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-3.94734594878897,-5.13733050518719,4.67712823950778,0.787837600170772,5.13386576694345,4.38365789688655,5.88407363700034
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-4.7620084318209,-6.22181070752461,5.57469817257397,1.54315529845043,4.80321104937366,4.05318622408769,5.55323587465963
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-2.60401305317976,-3.70368088553834,5.42694982006684,0.998546190223597,5.6790969129105,4.92571734486046,6.43247648096055
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-3.69433452653572,-5.12740411275656,5.29193586702381,0.43612142630528,5.23655789050328,4.48602519318941,5.98709058781716
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-4.02284012253382,-5.08745151498975,5.713479251255,1.68179857600433,5.1032242372085,4.35308870487855,5.85335976953845
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-3.90214167571002,-4.99838516272327,5.50367524145641,1.58428149655361,5.15221325005356,4.40195665528674,5.90246984482037
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-3.7328424467469,-6.04643869153261,5.5400177749991,1.1848159020045,5.22092831905888,4.47045324443287,5.97140339368488
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-3.46897105126468,-4.94710112232496,4.71552387896197,-0.0261878314731951,5.32802828200696,4.57709948751926,6.07895707649467
"Bird Island","BI10","BI10.13",519,491,492,491.5,-3.77688539848274,-5.95982102861415,4.88149917134404,0.120552047291572,5.20305219235552,4.45263942153952,5.95346496317151
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-3.71974218994577,-5.37808011372321,5.4136321336454,0.937074323357795,5.22624544339305,4.4757510953987,5.97673979138741
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-3.20326227052361,-4.61408720322357,5.57015098025976,0.929455823308164,5.43587400177642,4.68434920491071,6.18739879864213
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-3.38088949459271,-5.63563734773879,5.29275948157958,0.191369087506412,5.36377877113724,4.61266785800421,6.11488968427027
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-3.8089628609501,-5.85909378103311,5.32139353241645,1.06688021817228,5.19003261122417,4.43966279846662,5.94040242398171
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-3.46390936815143,-4.97792504155659,5.36821733176771,0.911467151090821,5.33008271489801,4.57914387019021,6.08102155960581
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-3.38656254961934,-5.31465617056437,5.25655596373445,-1.46887775827996,5.3614761949825,4.61037747356777,6.11257491639723
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-3.62110792735238,-5.17056467385117,5.2907181288431,0.254765027111349,5.266279058442,4.51562868385686,6.01692943302714
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-3.66559351839976,-5.65456974579688,5.3826754753159,0.704934596700514,5.24822327356167,4.49764565451396,5.99880089260939
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-3.35098059673607,-4.91438379577523,5.66219633304157,1.26404031663274,5.37591817657151,4.62474193611465,6.12709441702837
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-3.28040347858542,-5.26392720039298,5.25754462550231,0.0545374388059435,5.40456397474567,4.65322657461703,6.1559013748743
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-3.16181279214403,-4.75988052859913,5.46924393047532,1.63418196623794,5.45269749107718,4.70106715308175,6.2043278290726
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-3.05562753464307,-4.64476189901881,5.30808874723216,1.01040326132698,5.4957958993878,4.74387973288395,6.24771206589165
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-3.61510558519868,-5.04420078446182,5.54563685026469,0.0729660960326869,5.26871528545739,4.51805479413518,6.01937577677961
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-3.82576270997673,-5.72668160943937,5.3835306951838,0.300324708223084,5.18321389862746,4.43286577050379,5.93356202675112
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-3.57495203283579,-5.52374371585817,5.2962099775629,0.455317457800038,5.28501278508762,4.53428278207723,6.03574278809802
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-3.44350452545173,-5.29518952626706,4.78122905385349,-0.440127271216775,5.33836462015381,4.58738474688031,6.08934449342731
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-3.59128785853401,-5.29513390571885,5.28501515209425,-0.0335049213783609,5.27838240999976,4.52768107175854,6.02908374824098
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-3.46708150753754,-5.51896697403912,5.3961658992797,1.10580645316474,5.328795208876,4.57786266853286,6.07972774921914
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-3.4656911117102,-5.18811951195732,5.35521062370928,-1.2160724203386,5.32935954189633,4.57842424070586,6.0802948430868
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-2.84242981798634,-5.3662057328296,5.542757242762,-0.201847226414452,5.5823284601181,4.82977137769688,6.33488554253931
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-3.07235117805674,-4.62652817098374,5.53586187097688,1.0876954340613,5.48900811707934,4.73713844125106,6.24087779290763
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-3.63246707699,-5.61025024445455,5.38804937314139,0.905096819962494,5.26166861363388,4.51103718928555,6.01230003798222
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-3.81056439459566,-5.18355665124449,5.39241735800612,0.171061032729052,5.18938258171344,4.43901486027848,5.9397503031484
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-3.81159146483947,-5.51077724456103,5.23813068029257,0.642910825310121,5.18896571506196,4.43859933212558,5.93933209799833
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-3.08584741571857,-3.91839936998547,5.54112774378097,-0.235225424089621,5.48353027227211,4.73169771338764,6.23536283115657
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-4.04317806071099,-6.09991352251967,5.44475597767347,0.0845632074165357,5.09496948711998,4.34485150931167,5.84508746492829
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-4.67818928410699,-5.68111187514878,5.4719487781712,1.97863610767313,4.83723151452524,4.0872486572908,5.58721437175968
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-4.10885617564676,-5.62531012187664,5.30063915461091,0.74425913300604,5.06831209341777,4.31824520093819,5.81837898589734
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-4.71231918810019,-5.76892174280722,5.30594276317154,0.477629025621135,4.82337888966451,4.07338062669675,5.57337715263226
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-4.2974272998932,-6.38512595274834,5.26451681546128,0.258869063362375,4.99177495917112,4.24180716717366,5.74174275116858
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-3.70002203572183,-5.39592104697666,5.40664834884818,0.831036965454463,5.23424944770301,4.4837254459687,5.98477344943732
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-3.64857761023932,-5.61218614330723,5.30392530015321,0.252468011536701,5.25512968010938,4.50452469453923,6.00573466567953
