"Location","Site","Section","sample","min_depth","max_depth","midpoint","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","Sr_fit_OLS","Sr_lwr_OLS","Sr_upr_OLS","Sr_fit_WLS","Sr_lwr_WLS","Sr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.746941844260196,-0.0373470922130098,-0.319521556420211,-0.0159760778210106,-0.384151683106984,-1.4225743852438,0.654271019029827,-0.527254427901535,-2.2325674806643,1.17805862486123
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-3.02453796052671,-0.151226898026336,-0.130172669684372,-0.0065086334842186,-0.900190252538624,-1.99980266200688,0.199422156929632,-1.22357262786431,-3.8675969983437,1.42045174261508
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.46136827783289,-0.0730684138916444,-0.0222443783921444,-0.00111221891960722,-0.54602041484215,-1.59875451372436,0.506713684040064,-0.745672489241849,-2.74470358228694,1.25335860380324
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.834820667841827,0.0417410333920914,0.00804840663550585,0.000402420331775292,-0.025769238521621,-1.04958194783993,0.99804347079669,-0.0436699954689181,-1.1046357922661,1.01729580132826
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.715289550881678,0.0357644775440839,-0.517220185829997,-0.0258610092914999,-0.0528515935353768,-1.0769270646438,0.971223877573044,-0.0802136528833265,-1.18935577218823,1.02892846642158
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.317449419599422,0.0158724709799711,-0.354170855534067,-0.0177085427767033,-0.142990863945587,-1.16893879243449,0.882957064543313,-0.201843349258783,-1.47214686396176,1.0684601654442
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.755743633673368,0.0377871816836684,-0.694933144142148,-0.0347466572071074,-0.0436858477464734,-1.06765685841556,0.980285162922613,-0.0678458261604617,-1.16066845715054,1.02497680482962
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,1.34538199812241,0.0672690999061203,-0.154936790068664,-0.00774683950343319,0.0899094529739495,-0.934343566818798,1.1141624727667,0.112421395771394,-0.744653276020661,0.969496067563448
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.710518928941729,0.0355259464470864,-0.344767997242385,-0.0172383998621192,-0.0539324809252035,-1.07802131790427,0.970156356053865,-0.0816721515425945,-1.19273972347404,1.02939542038885
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1.06333795916205,0.0531668979581026,0.344449625450754,0.0172224812725377,0.0260062871130931,-0.997690409100553,1.04970298332674,0.0261934661940313,-0.943082064288609,0.995468996676671
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1.07600216082398,0.0538001080411988,-0.115409782043269,-0.00577048910216343,0.028875635397426,-0.994829471649515,1.05258074244437,0.0300652299550493,-0.934147128731831,0.99427758864193
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1.23035151169592,0.0615175755847958,0.115839186611447,0.00579195933057234,0.0638468129682862,-0.960086029373424,1.08777965531,0.0772536938784727,-0.825430148980878,0.979937536737823
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1.12432592538283,0.0562162962691413,0.0454717545773718,0.00227358772886859,0.0398244274832577,-0.983927091809309,1.06357594677582,0.0448390155760928,-0.900073138613474,0.98975116976566
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1.40752272029365,0.0703761360146827,0.198157303612609,0.00990786518063047,0.103988775090667,-0.920490620078064,1.1284681702594,0.131419371530853,-0.70111778271101,0.963956525772716
"Bird Island","BI10","BI10.3",95,93,94,93.5,1.57938591301782,0.0789692956508912,-0.0202243680759352,-0.00101121840379676,0.14292809162617,-0.882372249224476,1.16822843247682,0.18396225573357,-0.581146841842014,0.949071353309154
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1.47297314952906,0.073648657476453,0.114352066092137,0.00571760330460685,0.118817982793519,-0.905940324822085,1.14357629040912,0.151429207667514,-0.65534928249648,0.958207697831509
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1.42488695022108,0.0712443475110538,0.56028778323782,0.028014389161891,0.107923016243886,-0.916626329169853,1.13247236165763,0.136728051696072,-0.688966337946397,0.962422441338541
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.849061883926185,0.0424530941963093,0.111828561776536,0.0055914280888268,-0.0225425835749198,-1.04633323793377,1.00124807078393,-0.0393160988854465,-1.09455112560142,1.01591892783053
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,0.419795052127571,0.0209897526063785,0.386017631949145,0.0193008815974572,-0.119802251434262,-1.1451221116378,0.905517608769273,-0.170553725033013,-1.39929467675057,1.05818722668455
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.607802230142014,0.0303901115071007,0.110203674502797,0.00551018372513985,-0.0772051665110192,-1.10163535067711,0.947225017655073,-0.113075220024981,-1.26564584042382,1.03949540037386
"Bird Island","BI10","BI10.4",145,141,142,141.5,1.15373017421307,0.0576865087106535,-0.286457725040992,-0.0143228862520496,0.0464865948417289,-0.97730426852048,1.07027745820394,0.0538286311934114,-0.87935554378361,0.987012806170433
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.411861754507785,0.0205930877253893,-0.264678148521627,-0.0132339074260814,-0.121599711275957,-1.14696463648358,0.903765213931667,-0.172979132891291,-1.40493949434932,1.05898122856673
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,0.767933934759437,0.0383966967379719,-0.457328249386817,-0.0228664124693409,-0.0409238718682795,-1.0648665200724,0.983018776335837,-0.0641189456794875,-1.15202679230311,1.02378890094414
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,0.729045074372769,0.0364522537186384,-0.820632363424326,-0.0410316181712163,-0.0497349827309286,-1.07377315174506,0.974303186283201,-0.0760082446950818,-1.17959965701197,1.0275831676218
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,0.693218190991508,0.0346609095495754,0.0273702452402232,0.00136851226201116,-0.0578523366003082,-1.08199149819801,0.966286824997392,-0.0869614206195338,-1.20501331606206,1.03109047482299
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,1.15263238152258,0.0576316190761288,-0.388948083438678,-0.0194474041719339,0.0462378662082854,-0.977551377318687,1.07002710973526,0.0534930084617436,-0.880128801527831,0.987114818451319
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.697646007055725,0.0348823003527862,-0.655489740745735,-0.0327744870372867,-0.0568491192822042,-1.0809751245946,0.967276886030195,-0.0856077263057869,-1.20187186542341,1.03065641281184
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.644074983664934,0.0322037491832467,-0.259786017007985,-0.0129893008503993,-0.068986791135495,-1.09328474374845,0.955311161477457,-0.101985730426546,-1.23989043821407,1.03591897736098
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.695002458718089,0.0347501229359045,-0.289101891506206,-0.0144550945753103,-0.0574480722276513,-1.08158190937689,0.96668576492159,-0.0864159252690843,-1.20374739231044,1.03091554177227
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,0.509385450614032,0.0254692725307016,-0.889844505552269,-0.0444922252776134,-0.0995036125581346,-1.12435682317334,0.925349598057072,-0.143163695447653,-1.33557660152238,1.04924921062707
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,0.696149869327442,0.0348074934663721,-0.236840025374015,-0.0118420012687008,-0.057188101583527,-1.08131853105769,0.966942327890639,-0.0860651330964001,-1.20293332786693,1.03080306167413
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.864318072979491,0.0432159036489745,-0.0124610716162341,-0.000623053580811704,-0.0190859645906235,-1.04285517799628,1.00468324881504,-0.0346518996343066,-1.08374998858513,1.01444618931652
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.610911217116085,0.0305455608558043,-0.485059694603968,-0.0242529847301984,-0.0765007583944864,-1.1009191088668,0.947917592077823,-0.112124724808542,-1.26343790626896,1.03918845665188
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,1.50818180302068,0.0754090901510339,0.227613833508727,0.0113806916754364,0.126795263334905,-0.898130251520919,1.15172077819073,0.162193375224396,-0.630767737955504,0.955154488404297
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.198317180376132,0.00991585901880658,-0.318243762810069,-0.0159121881405034,-0.169982844596989,-1.19678919222293,0.856823503028951,-0.238265059754793,-1.55702395441236,1.08049383490278
