"Site","depth","SH20_mean_age","SH20_mean_95CI","K","K_ICP","Ca","Ca_ICP","Ti","Ti_ICP","Mn","Mn_ICP","Fe","Fe_ICP","Zn","Zn_ICP","Rb","Rb_ICP","Sr","Sr_ICP","Zr","Zr_ICP","Mo_inc","Mo_coh","inc_coh","coh_inc","Dry_mass","Ti_predicted"
"BI10",294.3,4041,202,4.75,643.1526044,235.5,6725.623999,34.3333333333333,263.8954581,41.5833333333333,55.60667563,33287.9166666667,73040.17367,353.5,206.0678435,19.4166666666667,3.349219592,330.666666666667,110.4667193,617.916666666667,6.491956622,33209.4166666667,5644.5,5.8832455637648,0.170039656773375,18.81,1130.5253826893
"BI10",297.9,4071,212,5.54545454545454,661.9708417,209.454545454545,5960.306307,38.9090909090909,277.5603378,35.5454545454545,54.76131918,40362.3636363636,74836.34761,195.636363636364,100.7202187,44.8181818181818,3.120629768,285.454545454545,95.05242503,519.454545454545,6.318871737,28926.6363636364,5198.63636363636,5.56203857917301,0.179937245344424,19.36,1088.0582314758
"BI10",307.6,4149,236,13.3,1745.183529,255.9,6654.679504,49.8,691.4862269,51.6,80.6250656,34432.4,65108.07757,52.4,130.9239492,50,9.077687309,366.9,109.9097917,606.9,13.10956878,31508.9,5565.6,5.66454671063546,0.17675090088335,20.69,1264.61060883639
"BI10",316.2,4222,248,3.83333333333333,543.4726901,174.25,6154.781584,29.0833333333333,244.2716404,36.9166666666667,70.96066682,33224.0833333333,88890.89611,7.5,83.34916521,18.4166666666667,2.400125578,118.166666666667,92.99111859,674.666666666667,4.823094008,35797,5963.75,6.00062252154693,0.166787315943378,14.84,678.705746521771
"BI10",326.5,4329,265,10.4545454545455,2704.115972,196.454545454545,4314.171561,37.4545454545455,390.264881,30.6363636363636,272.5348429,18705,76198.44633,146.181818181818,141.7452321,15.0909090909091,13.28023284,354.454545454545,54.97448254,561,14.95585253,30717.3636363636,5208.18181818182,5.89876975912551,0.169666507753294,18.17,1279.44028354148
"BI10",332.6,4397,285,10.4545454545455,473.7956247,195.363636363636,3366.405358,51.5454545454545,159.3219544,29.1818181818182,48.26462876,37166,244762.4318,79.3636363636364,108.9295808,25,2.02301219,357.545454545455,53.58134359,403.636363636364,3.512118591,23115.5454545455,4356.54545454545,5.28332424227206,0.190100895715789,45.84,1362.33100584766
"BI10",340,4480,310,11.3636363636364,519.5682507,188,6376.14109,42.1818181818182,247.3342292,31.2727272727273,71.25145017,20682.9090909091,33059.50476,207.363636363636,242.3611357,72.5454545454545,3.033425815,439.818181818182,126.2966844,714,6.610934788,36083.6363636364,5854.72727272727,6.16540938068243,0.16223298013545,20.07,1535.87860270714
"BI10",346.2,4547,304,23.5,590.2581944,134.5,1649.910749,63.5,196.7910903,9,40.04154754,85965,259743.8529,0.545454545454546,46.41044203,2.2,2.023599773,280,26.73253921,330,3.215918511,19092,3859.5,4.93852274115494,0.203088291705397,40.85,1340.83406996476
"BI10",356.2,4652,302,32.0909090909091,2355.45594,257.818181818182,6975.754499,97.0909090909091,799.193679,36.7272727272727,63.1732016,17928.1818181818,19940.78074,10.0909090909091,50.4248919,39.6363636363636,12.19802273,589.727272727273,152.5618881,720.636363636364,25.31019839,33994.2727272727,5425,6.26813179598429,0.159601122527869,24.48,2070.63152039378
"BI10",361.2,4703,301,33.2,1070.885179,355.9,6849.57438,89.2,482.4222414,52.2,70.44102514,39122.5,91742.56196,159.2,199.4152519,26.1,4.992973415,677.5,138.0986394,467.6,9.681378018,27254.6,4945.2,5.51633553480478,0.181389686246837,24.57,2070.01268477116
