"Element","Model","R2","RMSE","RMSEP","AIC","BIC","Rank"
"Ca","RF",0.735414904878447,0.366029340712551,0.370744505525973,NA,NA,1
"Fe","RF",0.800629849520471,0.509419394630298,0.516044853724226,NA,NA,1
"Mn","RF",0.700578845965582,0.527120736590801,0.542071495425495,NA,NA,1
"Sr","RF",0.721290867514278,0.326677625986852,0.330527170198644,NA,NA,1
"Ti","Bayes",0.769067236846491,0.591446999353038,0.623668660505259,495.052856787575,523.780752631662,1
"Zr","RF",0.764220861074043,0.638127551598451,0.658892726350531,NA,NA,1
