"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0818509096992784,0.0313870702919944,1557.061769,23.70865277,3803.75561239746,-6187.52293299945,13795.0341577944
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0723929367089474,0.0203710241111566,1397.543318,16.95048652,3644.19175206993,-6347.69536657643,13636.0788707163
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.108330375876452,0.0287559888446626,2547.021617,33.02866289,4250.48620117812,-5739.14172074396,14240.1141231002
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.243455278232217,0.0409959157709345,6361.863436,96.22229039,6530.15554135373,-3452.27121329617,16512.5822960036
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.3858290337625,0.0548987703299031,8442.247188,102.4072847,8932.11905562522,-1044.93447147873,18909.1725827292
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.283360395933265,0.0402839138740896,8467.75867,27.42631931,7203.38802295558,-2777.30335355009,17184.0793994612
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.413480347153504,0.0467330819494768,10818.31417,94.24288942,9398.61968026282,-577.654096864089,19374.8934573897
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.356861785405355,0.0268629536265097,6975.196896,67.76762951,8443.41751506704,-1534.54493878466,18421.3799689187
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.312746668204592,0.0299758746014798,7326.374157,349.9533771,7699.15884499561,-2280.36876876693,17678.6864587581
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.511591052495102,0.0930354067015458,5816.665099,70.73844961,11053.8287720805,1079.62873099842,21028.0288131627
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.694876668960727,0.113771656766745,9084.977882,46.04204392,14146.0093625374,4172.78541010633,24119.2333149684
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.449509762404051,0.0762134962500208,6626.492173,12.55357407,10006.4658422891,31.0792410138456,19981.8524435643
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.411368671483338,0.0495470504679526,9905.624178,61.39912548,9362.99395770727,-613.336339379654,19339.3242547942
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.439601024281238,0.0440378515836065,7180.738417,69.86799065,9839.2971997621,-136.318855702793,19814.913255227
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.476498276279439,0.0811381896937926,6732.62029,14.01324671,10461.7844885638,486.966922533547,20436.602054594
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.430408622835064,0.0811416617278145,6605.365982,65.89419971,9684.21375197351,-291.625030695704,19660.0525346427
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.458114535516946,0.0939258659191916,7089.603048,60.94161611,10151.6355119995,176.439222043138,20126.8318019558
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.344380364659698,0.0537469207605659,5586.311354,64.02588147,8232.84557977126,-1745.53754806167,18211.2287076042
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.341809360170452,0.0391073619539043,5350.125775,88.24884284,8189.47059851017,-1789.00135417881,18167.9425511992
