"Rank","Model","R2","RMSE","RMSEP","AIC","BIC","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation","AIC_BIC_explanation"
1,"PLS_LOO",0.605940022011523,0.388440903375382,0.391554198151312,NA,NA,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
2,"PLS_kfold",0.605940022011523,0.388440903375382,0.391554198151312,NA,NA,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
3,"WLS_weighted",0.605197017350042,0.38880693583257,0.38880693583257,262.010925381086,272.783886322619,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
4,"OLS_weighted",0.588442221601662,0.396971381054182,0.396971381054182,330.646390635536,341.419351577069,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
5,"OLS",0.605940022011523,0.388440903375382,0.391554198151312,259.701823511304,270.474784452837,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
6,"Bayes",0.605940016001584,0.388440906337502,0.39155455936524,259.701827598661,270.474788540193,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
7,"RF",0.511797442727793,0.432358315453295,0.439186426890549,NA,NA,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
