"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00024401963353151,0.00045116253432748,22.90793616,0.057813095,41.667374819889,-44.5159785322778,127.850728172056
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00004362050163576,0.000006878167364215,12.50967591,0.167196198,39.1987340205548,-46.9937722976987,125.391240338808
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00014128058408004,0.00029561425733865,13.94648753,0.043639925,40.4017714873723,-45.7860947814674,126.589637756212
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00224088177878004,0.00150243372306399,83.1136075,1.204215632,66.265961229789,-19.9047581173203,152.436680576898
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00192206755237007,0.00068825437485045,90.06087679,0.829001857,62.338609852173,-23.8245442352611,148.501763939607
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0004543934025156,0.00046273970855714,83.32372544,0.676115824,44.2588893854012,-41.9164021126393,130.434180883442
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.0062215480519825,0.00120715081507262,63.36397587,0.318454995,115.302277293639,28.7314869373903,201.873067649889
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00011133573549777,0.00022458602331145,154.2471074,0.912951267,40.0328922699786,-46.1563604613278,126.222145001285
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00031482941527166,0.00047245232307339,56.72463202,1.511547748,42.5396536293931,-43.6408092782562,128.720116537042
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.0125335571880242,0.00217606390566168,109.0593506,0.741410788,193.057520700127,104.713710759625,281.401330640629
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00280976720251222,0.00132902231636115,261.6355831,2.462160119,73.2738447165416,-12.9194154854043,159.467104918488
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00027883502816557,0.00047701828764814,140.4650062,0.492872097,42.0962524443852,-44.0856573182236,128.278162206994
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00176838678573613,0.00104577632939799,67.51751759,0.138761249,60.445474852053,-25.7153329974757,146.606282701582
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00093059017244887,0.00098391112873862,65.03458094,0.286572998,50.1249765467965,-36.0379201949205,136.287873288514
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00015978356015417,0.00023632924967785,71.97280393,0.774294779,40.6297026226701,-45.5573229903665,126.816728235707
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00033549558258846,0.00086490617897089,41.79884834,0.244174097,42.7942322960844,-43.3854208601872,128.973885452356
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00058660780950772,0.00068365010436975,45.72842227,0.254790732,45.8875884534706,-40.2834472809976,132.058624187939
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.0000755582317218,0.00010592546735103,35.80217711,0.124414396,39.5921627883477,-46.5987885372358,125.783114113931
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00094986889981714,0.00068854146221613,87.02811474,1.036590908,50.3624638676763,-35.8001021431837,136.525029878536
