"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,1.54132322151837,0.245186299934987,2.896325963,0.085387528,65.2281309849805,-104.621949452851,235.078211422812
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,1.50976366270431,0.191671624049888,2.113253146,0.03629458,62.4715703494257,-107.377401479109,232.320542177961
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,1.76858735841107,0.218581817241434,6.431024383,0.078886265,85.0784520025435,-84.8882455113672,255.045149516454
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,1.63372834927209,0.1624926576575,35.64216716,0.676354366,73.2992304319042,-96.5752575548876,243.173718418696
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,1.40176972103445,0.169295937768965,40.9140318,0.917402906,53.038870410892,-116.834150250357,222.91189107214
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,1.36822787759101,0.149524814663102,27.74345656,3.945793598,50.1091676915074,-119.78009069592,219.998426078935
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,1.44449605427658,0.196991221204881,60.55383697,6.691084732,56.7707897640985,-113.087564947243,226.62914447544
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,1.64249180487797,0.167398696891861,6.355756988,0.110447115,74.0646719546113,-95.8137683219447,243.943112231167
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,1.64829609602764,0.11045322584039,31.40903404,0.597663272,74.5716461044956,-95.3095680274777,244.452860236469
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,1.61929535458366,0.181818988490682,6.255310392,0.136212551,72.0385846400633,-97.8300123874431,241.90718166757
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,1.62206910753448,0.257807691159405,30.42377281,3.299014819,72.2808572979935,-97.5888121363074,242.150526732294
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,1.63566271528168,0.23779284826348,21.97235957,0.521915705,73.4681870775977,-96.4071489077346,243.34352306293
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,1.65420058742422,0.17642978985105,39.24997232,1.135258391,75.0873722162793,-94.7967913120459,244.971535744604
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,1.78692143893127,0.0974764512150816,13.33706426,0.180364254,86.6798370202757,-83.3045775530351,256.664251593587
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,1.64148245111274,0.194773164675832,13.96054981,0.385854347,73.9765102387593,-95.9014603697172,243.854480847236
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,1.76619939505203,0.206768593182627,13.08141258,0.324463031,84.8698760261346,-85.0946051142406,254.83435716651
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,1.65021181510591,0.181988358861663,11.39582517,0.228978244,74.7389740393077,-95.1431829183911,244.621130997007
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,1.4649587679403,0.140349346902602,8.138802933,0.19067742,58.5580996347584,-111.295619587861,228.411818857378
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,1.72027402459518,0.0960102311915506,5.71655892,0.108668636,80.8585376826396,-89.0674100048598,250.784485370139
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,1.24921038536836,0.116889719842444,10.71344504,0.348935486,39.7136188837325,-130.266767304152,209.694005071617
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,1.69250433548653,0.137388663857677,9.674570314,0.181126451,78.4330021322378,-91.4734210241912,248.339425288667
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,1.52239363233392,0.192817258000212,58.14267286,6.463462839,63.5747314333419,-106.274242346823,233.423705213506
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,1.54252869320422,0.228986478708257,5.057282645,0.115798204,65.3334225645006,-104.516773190678,235.183618319679
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,1.41515429199378,0.177557444724328,16.90685979,0.392208159,54.2079419320642,-115.659759072804,224.075642936933
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,1.51868439227099,0.193837202475044,5.156965844,0.162421667,63.2507489212435,-106.598163152353,233.09966099484
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,1.27502595885561,0.119821635057232,15.8979202,0.224859279,41.9684727642475,-127.987709008261,211.924654536756
