"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-2.0253472433689,-0.101267362168445,-0.468515677217699,-0.0234257838608849,-1.07282592612575,-2.11932829834282,-0.0263235539086877
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-5.46325522784534,-0.273162761392267,-0.824728511639977,-0.0412364255819989,-1.71563217174679,-2.76374618911396,-0.667518154379617
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-2.32230891462388,-0.116115445731194,-1.22441044399362,-0.0612205221996812,-1.1283506283152,-2.17451699404109,-0.0821842625893019
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.169000707340877,-0.00845003536704383,-0.375443324260563,-0.0187721662130282,-0.725733696553614,-1.77636479681833,0.324897403711098
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.835512314516237,-0.0417756157258118,-1.03108390301738,-0.0515541951508691,-0.850355363510905,-1.89910279015035,0.198392063128537
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.8213905021736,-0.09106952510868,-0.909626728365094,-0.0454813364182547,-1.03469091271968,-2.08147604067039,0.0120942152310268
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.425795914009926,0.0212897957004963,-1.65726410096228,-0.0828632050481138,-0.614521009999755,-1.66721035028885,0.438168330289339
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.17821653417188,-0.158910826708594,0.175033506879896,0.00875167534399479,-1.28838480200582,-2.33408541807173,-0.242684185939908
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-1.680358771198,-0.0840179385598998,-1.34328981062406,-0.0671644905312028,-1.0083213653347,-2.05532674802606,0.0386840173566634
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,0.907825166802316,0.0453912583401158,0.453266322576737,0.0226633161288369,-0.524393113713382,-1.57901000699786,0.530223779571097
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-0.234541713135998,-0.0117270856567999,0.327338358359992,0.0163669179179996,-0.737988290934738,-1.78841431623876,0.312437734369282
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-2.46434432773946,-0.123217216386973,0.315867057635071,0.0157933528817535,-1.15490784016098,-2.20094524355815,-0.108870436763812
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.5593615671636,-0.02796807835818,-1.08875874826682,-0.0544379374133409,-0.798721804400909,-1.84819531857476,0.250751709772947
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.935864416896952,-0.0467932208448476,-0.501829499903645,-0.0250914749951823,-0.869118797105638,-1.91762145724233,0.179383863031059
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.28180980875907,-0.164090490437954,-0.530321057526555,-0.0265160528763277,-1.3077542569795,-2.35344917558119,-0.262059338377817
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-2.62907499707807,-0.131453749853903,-0.874900624940047,-0.0437450312470024,-1.18570851998555,-2.2316220987195,-0.139794941251598
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.67215352178579,-0.0836076760892897,-0.462279231238962,-0.0231139615619481,-1.00678718071054,-2.05380600007413,0.0402316386530461
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-4.10800715272108,-0.205400357636054,-0.857796409816268,-0.0428898204908134,-1.46223332250783,-2.50827447242542,-0.416192172590236
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.823584702431988,-0.0411792351215994,0.333205891113354,0.0166602945556677,-0.848125186444584,-1.89690238256442,0.200652009675249
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-0.470683163868639,-0.0235341581934319,0.334532170981399,0.0167266085490699,-0.782141072238474,-1.83186407792856,0.267581933451615
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.463340348341315,0.0231670174170658,-1.18926388153614,-0.0594631940768072,-0.607501102257751,-1.66033225101449,0.445330046498991
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.884796990036864,0.0442398495018432,-0.0828511002206056,-0.00414255501103028,-0.528698829839857,-1.58321837261606,0.525820712936351
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.388260048178224,-0.0194130024089112,0.093235247557558,0.0046617623778779,-0.766729928662619,-1.8166919361107,0.283232078785466
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-0.764827665636003,-0.0382413832818002,-0.619586956009441,-0.0309793478004721,-0.83713903137668,-1.88606497502354,0.211786912270184
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-0.43293025548521,-0.0216465127742605,-0.251623598370358,-0.0125811799185179,-0.7750821848544,-1.82491381257099,0.274749442862186
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-1.85829911176481,-0.0929149555882405,-0.629099535708045,-0.0314549767854023,-1.04159193650203,-2.08832276090328,0.00513888789921313
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.57527227097417,-0.128763613548708,-1.13501573372021,-0.0567507866860107,-1.1756487020593,-2.2215996821444,-0.129697721974211
"Bird Island","BI10","BI10.5",197,194,195,194.5,-1.31526305722448,-0.0657631528612239,-0.164578660590369,-0.00822893302951846,-0.94005723312076,-1.98772664008281,0.107612173841293
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-1.92374960473642,-0.0961874802368212,-0.238185594128208,-0.0119092797064104,-1.05382960715846,-2.1004675406996,-0.00719167361732409
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,1.0091054048281,0.0504552702414052,-0.0578833912614944,-0.00289416956307472,-0.50545614103845,-1.56050744819735,0.549595166120452
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,1.27373523965335,0.0636867619826677,0.838469398445124,0.0419234699222562,-0.455976715942888,-1.51221112297993,0.600257691094157
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-1.14576744704681,-0.0572883723523405,-0.892467951631096,-0.0446233975815548,-0.908365623770097,-1.95638926498599,0.139658017445792
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-0.694710932457912,-0.0347355466228956,0.407013315612795,0.0203506657806398,-0.824028885842554,-1.87313690018769,0.225079128502578
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-5.93120122735671,-0.296560061367836,-0.995585725289888,-0.0497792862644944,-1.80312683782206,-2.85238929834168,-0.753864377302445
"Bird Island","BI10","BI10.7",271,265,266,265.5,-0.0895333414991083,-0.00447666707495541,0.653124182436912,0.0326562091218456,-0.71087520722906,-1.76176075096164,0.340010336503522
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.617852812645929,0.0308926406322964,0.410896480386627,0.0205448240193313,-0.578610981425611,-1.63204055718908,0.47481859433786
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.43500356800701,0.0217501784003505,0.344877945161354,0.0172438972580677,-0.612799399786926,-1.66552338776119,0.439924588187336
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.452519977774285,0.0226259988887143,-0.213731243816044,-0.0106865621908022,-0.609524251746285,-1.66231438655631,0.44326588306374
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-1.30166422401306,-0.065083211200653,-0.315528491906316,-0.0157764245953158,-0.937514577831285,-1.98521133083929,0.110182175176717
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-2.97499862363904,-0.148749931181952,-0.257649018564532,-0.0128824509282266,-1.25038793219359,-2.29613151812416,-0.204644346263029
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-1.78987427152408,-0.0894937135762038,-0.187466382293693,-0.00937331911468467,-1.02879813432322,-2.0756307282791,0.0180344596326591
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-0.646357684318585,-0.0323178842159292,-0.00826935348290858,-0.000413467674145429,-0.814987989448476,-1.86422445455345,0.234248475656501
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,0.0311874260723649,0.00155937130361825,0.556399550831748,0.0278199775415874,-0.68830332231489,-1.73958753745608,0.362980892826297
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-2.76868450391983,-0.138434225195992,-1.07566209825523,-0.0537831049127616,-1.21181214560647,-2.25764243525649,-0.165981855956457
