"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-7.28008497882755,6.89e-05,7.6949965706891,24.940646,6.1992664224607,4.79893882510791,7.59959401981349
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.44804404289877,5.83e-05,6.35400922144901,2.379383359,6.08686006410544,4.68540121867837,7.48831890953251
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.93859661311635,0.000263573,6.40691933777027,2.682720915,7.09705555220719,5.70066377177759,8.4934473326368
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.11544987728918,0.000220848,6.33278695155472,3.077677491,6.97869676342233,5.58230648408945,8.37508704275522
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.53719222288324,0.000144855,6.08925368788437,6.868091078,6.69644631451338,5.29942104917216,8.0934715798546
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.23192292848453,7.23e-05,5.87125953874839,1.783713254,6.23149880432064,4.83146949326413,7.63152811537714
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.88519029892585,3.76e-05,5.26250214324613,2.274240107,5.79430057063386,4.38923643902961,7.19936470223812
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.86165539704559,0.000104718,5.99527017426419,5.219646629,6.47929980902611,5.08117428884962,7.87742532920261
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.49632985420409,5.55e-05,6.2596340693734,1.869875762,6.05454485540222,4.65273464599808,7.45635506480636
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.54134758617313,5.31e-05,7.04706218045058,20.0568356,6.02441680402235,4.62226850770727,7.42656510033743
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.23926048682157,0.00019513,5.53635867120092,4.53576382,6.89583669379621,5.49935328770409,8.29232009988833
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.67190401377311,0.000126599,7.36172735624317,8.965107785,6.60629064518299,5.20887308946595,8.00370820090004
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-6.55519107255944,0.000142271,5.42735166601519,2.628673775,6.68440061065171,5.28732823718983,8.08147298411358
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.77261530581728,0.00011447,6.8195334429552,17.12303214,6.53888976005341,5.1411190696839,7.93666045042292
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-6.99053055004203,9.21e-05,7.6948282137441,20.5861252,6.39305030108254,4.9943404290173,7.79176017314779
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.84365904313829,0.00010662,6.49373313857842,4.425975943,6.4913438425981,5.09329326249962,7.88939442269657
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.44710967478729,0.00015851,5.45908540315205,3.049548028,6.75673392827701,5.35991983292773,8.1535480236263
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.63104745390718,0.000131878,7.16489785567465,27.32451171,6.63363383820951,5.23634494340827,8.03092273301076
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.89238993285329,0.000101548,6.06475341401157,8.811078548,6.45873076581915,5.06047348655228,7.85698804508603
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.77594924893997,0.000114089,5.96528436687479,1.204776961,6.53665852348718,5.13887526774656,7.93444177922779
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-7.64189321830222,4.8e-05,5.70811785330651,4.144805205,5.95712678654901,4.55418682207707,7.36006675102094
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-7.48257734861283,5.63e-05,5.84232466067732,2.148483588,6.06374869968608,4.66203975190704,7.46545764746511
"Bird Island","BI10","BI10.7",271,265,266,265.5,-6.93411670827283,9.74e-05,5.44809059788394,2.611283675,6.43080518230417,5.03236140155408,7.82924896305427
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.1797831864017,7.62e-05,5.42676694384413,2.821840444,6.26639325056873,4.8666737330249,7.66611276811256
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.79597869041149,0.000111826,5.57555303267531,3.723189943,6.52325384903181,5.12539392357898,7.92111377448465
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.54789371770583,0.000143313,5.62603834306476,3.234638602,6.68928435473099,5.29223127781729,8.08633743164468
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-5.70966695429601,0.000331378,6.53884323319134,19.13692576,7.25026639206156,5.85363766129052,8.6468951228326
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-6.68414783528264,0.000125058,5.49828088638407,8.441122001,6.59809648551767,5.20063873159459,7.99555423944075
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-6.74549698344644,0.000117616,5.96682569063522,7.243542018,6.55703865769859,5.15936809095345,7.95470922444374
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-6.10579674376411,0.00022299,5.07092702537353,2.10548711,6.9851571089373,5.58877083113273,8.38154338674187
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-6.75160574106058,0.0001169,5.51074057659514,5.109463262,6.55295038058609,5.1552575834615,7.95064317771067
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.85829962162434,0.00028561,6.68360331814391,23.04972736,7.15079419650371,5.75434949485636,8.54723889815106
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-5.72209655838327,0.000327284,6.17881975007153,13.2812371,7.24194789767739,5.84533883816789,8.63855695718688
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-6.29172729206377,0.000185156,6.8324190125684,12.88564894,6.86072336100633,5.46417709581416,8.25726962619849
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-6.20462806503985,0.000202006,6.29464227522857,6.468674827,6.91901439149912,5.52256484777392,8.31546393522432
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-6.18060433530361,0.000206918,6.42593698649349,3.394601775,6.9350922375427,5.53866261881231,8.3315218562731
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-6.18480078337319,0.000206051,6.75993440171892,15.31657184,6.9322837708003,5.53585088206675,8.32871665953386
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-5.96412179071627,0.00025693,6.75631263409946,5.986441722,7.07997286437343,5.6835910732489,8.47635465549796
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-6.82655969766134,0.000108458,7.28173969105345,20.57369583,6.50278755458798,5.10480666641462,7.90076844276134
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-6.13431880576861,0.00021672,6.99968644452428,31.68024497,6.9660687605922,5.56966929792961,8.36246822325478
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-6.74043399924952,0.000118213,6.0862528200608,9.598344787,6.56042705247879,5.16277476773272,7.95807933722486
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.79220885228721,0.000305124,7.84202652460158,41.02197568,7.19502534736874,5.79851261322738,8.59153808151011
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.81023091522311,0.000299674,6.57009823799735,14.05510364,7.18296410806691,5.78647211672529,8.57945609940854
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-6.06352698203098,0.000232618,6.43534454377999,13.29859263,7.01344608524971,5.61707177685912,8.4098203936403
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-6.02263245927278,0.000242328,7.36434281101366,31.2176272,7.04081468488644,5.64444335195387,8.43718601781901
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.59836599056464,0.000370391,6.3360938525922,11.41091288,7.32475439950347,5.92791470375784,8.72159409524911
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.35191141089528,0.000473908,5.94825465356441,7.383390906,7.489693767044,6.09216413474319,8.88722339934482
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-5.9953340238864,0.000249034,8.24564278698453,92.18327006,7.05908412290426,5.66271006635184,8.45545817945667
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-3.75428149464375,0.002341727,7.9716173252488,26.18796901,8.55890525544033,7.14950688297287,9.96830362790779
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.22816761783501,0.000536334,8.24153350071262,93.10104025,7.57250911984374,6.17451743038794,8.97050080929954
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.32418937935751,0.00048723,8.53572508402392,50.42995617,7.50824669616755,6.11062026572843,8.90587312660667
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.30924627004727,0.000494565,8.16320342458908,57.96869106,7.51824735025167,6.12056713361169,8.91592756689164
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-5.86870617565352,0.000282653,8.08609052420884,183.8381806,7.14382962541661,5.74739362235329,8.54026562847992
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.23356255630264,0.000533449,7.08969149320785,19.22244936,7.56889856515263,6.17092863066812,8.96686849963713
"Bird Island","BI10","BI10.13",519,491,492,491.5,-6.19657173593609,0.00020364,5.73004757674072,4.116043221,6.92440607798697,5.52796354149872,8.32084861447522
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-5.7470095465578,0.000319231,7.20597774875768,14.95676567,7.22527491672258,5.82870293227574,8.62184690116942
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-5.21214627583339,0.000544996,7.96676653370418,39.47106595,7.583231379582,6.18517421935298,8.98128853981102
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-5.88980185999862,0.000276752,6.08709917109278,8.564769473,7.12971136947516,5.73329131862992,8.52613142032039
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.47093915853134,0.000420728,7.38219575149067,33.91012061,7.41003462075748,6.01287650974823,8.80719273176673
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.14507452725475,0.000582804,7.5164228670614,28.85629885,7.62811904937186,6.22977375493469,9.02646434380903
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-4.93509484485649,0.000718978,7.51345134442727,6.413845634,7.76864764517883,6.36925380469265,9.16804148566501
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-4.80390165186087,0.00081977,7.36559048295233,25.4484408,7.85644849800677,6.45628699321433,9.25661000279921
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.79135055202928,0.000305385,7.50645258137216,23.83868146,7.19559976356297,5.7990860005587,8.59211352656723
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.1829206425365,0.000561159,7.64613944339815,28.04019092,7.60279059198709,6.20461066856796,9.00097051540621
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-4.81631488728611,0.000809657,7.72139446883604,45.34767943,7.84814095832575,6.44805579086781,9.2482261257837
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-4.53202790853887,0.001075884,8.05216999710903,31.40602681,8.03839960370166,6.63637243437084,9.44042677303247
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-4.1539284657737,0.001570261,7.93053966870594,39.76725866,8.2914421036251,6.88620645776156,9.69667774948864
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-4.77392972411062,0.000844712,7.81706007915904,49.15540146,7.87650716688494,6.47615815674224,9.27685617702764
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.14743109482213,0.000581432,7.8193653853997,20.15543881,7.62654191996874,6.22820713343286,9.02487670650462
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.20054694289975,0.000551355,7.36247751459633,15.59978283,7.59099421620907,6.19288884796305,8.98909958445508
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.3741892010851,0.000463468,7.05729270265914,11.14845052,7.47478438849223,6.07732973330823,8.87223904367623
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.14356932232128,0.000583682,7.55568037798811,23.70347286,7.6291264055755,6.23077438480652,9.02747842634449
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.40522040461542,0.000449306,7.77586783922122,38.35680023,7.45401680084513,6.05666240719668,8.85137119449358
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.49562335122589,0.00041047,7.54663995878934,25.95282619,7.39351476084353,5.99642473842967,8.7906047832574
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-3.9829980365247,0.00186297,8.10656845810549,18.57060171,8.40583704378643,6.99891764399923,9.81275644357363
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-4.49461561283169,0.001116897,7.96123077568216,48.17568258,8.06343772796967,6.66112486882925,9.46575058711008
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.20279611811117,0.000550116,7.56937785792241,25.58073192,7.58948895898334,6.19139299155187,8.98758492641482
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-5.34853629090938,0.000475511,7.79274868523837,22.04901258,7.4919525611658,6.09441135119318,8.88949377113843
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.7633350463238,0.000314062,7.54233717611328,4.904206677,7.21434909984468,5.81779970813669,8.61089849155269
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-4.51383115348935,0.00109564,7.75764206235715,29.71015115,8.05057775544542,6.64841250479446,9.45274300609637
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-5.70369647835399,0.000333362,7.48649488852714,37.28118474,7.25426212436694,5.85762366684642,8.65090058188745
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-6.46562335717305,0.000155602,7.86981076269673,65.68846437,6.74434367337629,5.34748952711856,8.14119781963402
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-6.36054758257793,0.000172842,7.15668034133376,9.74810892,6.81466548207955,5.41801565509614,8.21131530906295
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-7.19665542631935,7.49e-05,7.4349760228449,25.58267815,6.25510152864276,4.85528325726488,7.65491980002063
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-6.70848155883579,0.000122052,7.04775758638035,21.05005909,6.58181117656482,5.18427128496757,7.97935106816206
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.45281770749962,0.000428422,7.66560681052287,27.95130145,7.42216237539729,6.02495231911331,8.81937243168128
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.3517816474012,0.00047397,7.42110220738659,30.07573457,7.48978061107292,6.0922505347073,8.88731068743854
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-6.87334708900265,0.000103501,6.01708930706519,2.339179444,6.47147516125749,5.07330007985383,7.86965024266116
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-6.33946465504526,0.000176525,7.24422847417432,14.28001368,6.82877520054292,5.43215964454812,8.22539075653771
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-6.3649235587813,0.000172087,6.81818232424271,7.406004625,6.81173686639578,5.41507964441635,8.2083940883752
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-6.63930495680783,0.000130794,6.89030572224468,5.89621083,6.62810751645187,5.23079329768545,8.02542173521828
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-6.34397787687372,0.00017573,7.09199288897321,13.105086,6.82575473342498,5.42913203013963,8.22237743671032
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.2160734525385,0.00054286,7.65386744699684,79.07945455,7.58060312230704,6.18256213011739,8.9786441144967
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-6.12788422108996,0.000218119,6.65354123377234,6.204206294,6.97037509699182,5.57397896839937,8.36677122558426
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-6.39797099722458,0.000166493,6.90082995992081,14.89647909,6.78961991647754,5.39290372037695,8.18633611257812
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-5.50181516561541,0.000407936,6.39534959541219,5.271663872,7.38937089810539,5.9922974721943,8.78644432401648
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-6.27459910851294,0.000188355,6.53771257317483,7.804964612,6.87218637283505,5.47566215939392,8.26871058627617
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-5.85721900954567,0.000285918,6.30952296955688,9.071413283,7.15151739455932,5.75507175825361,8.54796303086503
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-5.59461753500538,0.000371782,7.45313356034833,23.46354815,7.32726304791255,5.93041515699508,8.72411093883002
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-5.84029728467648,0.000290798,7.68024658757336,17.10471349,7.16284223421685,5.76638119113288,8.55930327730081
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-5.75606773456312,0.000316353,7.45676061058951,45.19292942,7.2192127376279,5.82265345522291,8.6157720200329
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-6.82571825359053,0.00010855,6.29902347443189,9.248686483,6.50335068980359,5.10537319304939,7.90132818655779
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-6.82293079149318,0.000108853,7.3660242898676,22.13868078,6.50521619474165,5.10724990727873,7.90318248220457
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-7.07964503668894,8.42e-05,6.4684475773223,6.058134943,6.33341056102999,4.93424771290304,7.73257340915695
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-6.47265629054471,0.000154512,6.23784320253366,7.881004994,6.73963689298766,5.34276707818184,8.13650670779348
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-7.19395312011703,7.51e-05,6.88750256184272,16.95315215,6.25691004312241,4.85710768461439,7.65671240163044
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-6.92508761994955,9.83e-05,6.61582090375906,15.30975965,6.43684788647914,5.03844520578446,7.83525056717383
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-6.04401083669257,0.000237203,7.16974573513046,18.84295504,7.02650723701758,5.63013540420294,8.42287906983221
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-6.26933147936259,0.000189349,7.18376600244826,16.60506115,6.87571172595148,5.47919399596561,8.27222945593735
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-6.89719226457075,0.000101062,6.49416802879885,13.42385886,6.45551681233019,5.05723851537872,7.85379510928166
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-6.27822970671952,0.000187672,7.05585911429642,2.203303272,6.86975660028714,5.47322783655751,8.26628536401677
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-6.59406414376771,0.000136847,6.55909801494652,6.421277911,6.65838486451279,5.26120516438919,8.0555645646364
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-6.07513706792301,0.000229933,7.12663520354378,14.93618175,7.00567605222094,5.60929935681971,8.40205274762218
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-5.5059719929812,0.000406244,7.48282289530044,7.464452914,7.38658894746115,5.98952655481363,8.78365134010866
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-6.47502396225557,0.000154146,6.94022009351178,17.25105902,6.73805233215273,5.34117718620008,8.13492747810538
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-6.94771930832646,9.61e-05,7.2435654300445,25.04341363,6.42170166208246,5.02319518742561,7.82020813673931
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-6.8961390098424,0.000101168,6.08519060876853,3.602289027,6.45622170151905,5.05794802414812,7.85449537888998
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-6.81774091547337,0.000109419,6.23901870364247,0.973475434,6.50868951168902,5.11074399001463,7.90663503336341
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-5.0480605640228,0.000642178,7.69202044390699,19.71716827,7.69304550259317,6.29424334445793,9.09184766072841
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-5.32173339431965,0.000488428,7.35750467598603,16.30635979,7.5098903605676,6.11225516744006,8.90752555369515
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-4.52024501695111,0.001088636,7.80775238861044,18.44697001,8.04628528668994,6.64416889483594,9.44840167854394
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-5.24480029658324,0.000527488,7.81886791683728,6.715138201,7.56137772388056,6.16345263404958,8.95930281371154
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-6.39083287838786,0.000167686,7.73150994834797,6.837122514,6.79439709208505,5.39769410176128,8.19110008240882
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-6.24635215158627,0.000193751,7.81689751795473,13.15562021,6.89109060750855,5.49459951897638,8.28758169604072
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-6.02334455726939,0.000242156,6.83722049925828,16.21497871,7.0403381143421,5.64396680199208,8.43670942669213
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-5.26859993611191,0.000515082,7.13940767280323,26.60037821,7.54544984988115,6.14761763067031,8.94328206909198
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-5.409290268892,0.000447482,7.03057164658817,9.723820245,7.45129305012135,6.05395144551767,8.84863465472502
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-5.22689571360677,0.000537017,7.62034658581974,17.53771158,7.5733603398911,6.17536350012983,8.97135717965237
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-7.18185402395166,7.6e-05,8.99151034875859,86.27648623,6.26500734556251,4.86527578431919,7.66473890680583
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-4.07540124520374,0.00169854,9.23070880290079,252.6865249,8.34399633131648,6.93800513369807,9.74998752893488
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-3.74440159326413,0.002364978,9.37906127272928,130.380681,8.5655173650108,7.15600609771833,9.97502863230327
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-5.17943271567035,0.00056312,8.06024745179507,44.73377847,7.60512488194876,6.20693001979485,9.00331974410267
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-4.16021946391853,0.001560413,9.15302842483295,253.226675,8.28723186230356,6.88205542147058,9.69240830313654
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-4.75659581547332,0.000859482,8.04302735989172,70.38593935,7.88810785992735,6.48764835117622,9.28856736867849
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-5.57354505119629,0.0003797,8.08874891641585,97.329283,7.34136577692916,5.94447049374745,8.73826106011087
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-6.20972752780646,0.000200978,5.82565871105826,6.962616026,6.91560158348942,5.51914743464524,8.31205573233361
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-4.83705583835914,0.000793037,8.83596263792779,109.8412701,7.83426010710861,6.43430076366987,9.23421945054734
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-5.96543896965161,0.000256592,7.65879161018996,42.49584384,7.07909134429447,5.682709979199,8.47547270938994
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-3.45249963398456,0.003166638,9.4642239414081,60.8506047,8.76087232498763,7.34780938916032,10.1739352608149
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-3.37541230261599,0.003420401,8.48777263177274,57.8341097,8.81246290893368,7.39839244811846,10.2265333697489
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-3.84310463671646,0.002142698,9.24990889771258,155.4234859,8.49946049731861,7.09105549616649,9.90786549847073
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-3.62534462400573,0.002663992,9.17737322781269,40.69163139,8.6451960678254,7.23428664202042,10.0561054936304
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-3.91960487530069,0.001984894,9.01578955835514,175.7847238,8.44826282436114,7.04068219702584,9.85584345169643
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-3.51296501244903,0.00298084,9.49509167391258,138.4755692,8.72040595874924,7.3081129975907,10.1326989199078
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-3.84886887962374,0.002130382,9.29110527295919,130.6451559,8.49560278617057,7.08726090706806,9.90394466527308
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,-3.19383246891742,0.004101438,9.33061953859286,175.8665955,8.93398494747132,7.51742694097513,10.3505429539675
