"Element","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm","AIC","BIC","mean_obs_ppm","RMSE_log_pc","RMSE_ppm_pc","RMSEP_ppm_pc","Rank","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","R2_s","Robustness_score","Robust_Rank","R2_q05","R2_q95","Bootstrap_Unstable","R2_q05_s","R2_q95_s","Robustness_low","Robustness_high","Roughness_norm","Unstable_flag","Global_Rank","Production_Model","Is_Production_Model","Robustness_Class","Confidence_Flag","Stability_class","Confidence_class"
"Fe","PLS_LOO",0.769588412151896,0.547643031052147,0.558876405734737,12699.4253247054,NA,NA,NA,21584.5758201723,5.83641430093516,741.191075787688,NA,3,19736.9429343488,50988.4215852367,1.55416032062117,0.451820464479349,2.87835907298712,8003.73120223755,0.620406049892652,0.333062348294653,0.636522904982923,0.539037995940333,3,0.689574550994159,0.805368935543005,FALSE,0.589497544031364,0.785739038295424,0.524930387654866,0.583802835934084,0.613251027870948,FALSE,3,"OLS_weighted",FALSE,"Acceptable 3","Low confidence","Acceptable","Low confidence"
"Fe","PLS_kfold",0.769588412151896,0.547643031052147,0.558876405734737,12699.4253247054,NA,NA,NA,21584.5758201723,5.83641430093516,741.191075787688,NA,4,19736.9429343488,50988.4215852367,1.55416032062117,0.451820464479349,2.87835907298712,8003.73120223755,0.620406049892652,0.333062348294653,0.636522904982923,0.539037995940333,4,0.689574550994159,0.805368935543005,FALSE,0.589497544031364,0.785739038295424,0.524930387654866,0.583802835934084,0.613251027870948,FALSE,4,"OLS_weighted",FALSE,"Acceptable 4","Low confidence","Acceptable","Low confidence"
"Fe","RF",0.80646417107391,0.501910285388067,0.516653413340178,18226.9640487726,NA,NA,NA,21584.5758201723,5.35302185013976,975.693368147914,NA,1,19101.04240858,43942.7615453961,1.04795523585105,0.384590781229447,1.51150430633445,11180.9016496336,0.505844797326056,0,1,0.502337918930422,5,0.72215098127947,0.819903035471915,FALSE,1,1,0.502337918930422,0.502337918930422,1,TRUE,5,"OLS_weighted",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Low confidence"
"Fe","OLS",0.711860213839782,0.612416695598065,0.619207902382141,19046.317786508,NA,503.727552589756,514.500513531289,21584.5758201723,6.52672883183217,1243.10151437439,NA,5,16489.7914089335,50727.5899499971,0.865773195310985,0.344535473675517,5.55041643777789,3148.85458195219,0.437589437736436,0.98416422276424,0.0675074206526343,0.490537268119636,6,0.642793526015425,0.752069400201717,FALSE,0,0,0.470285041923846,0.470285041923846,0.0222791005550537,FALSE,6,"OLS_weighted",FALSE,"Unstable","Low confidence","Marginal","Low confidence"
"Fe","WLS_weighted",0.711404682307114,0.612900601250386,NA,19121.2837499281,NA,491.44106706079,502.214028002323,21584.5758201723,6.53047909518848,1248.71143802073,NA,7,16225.1661371414,181108.83229552,0.848539582872014,0.0919576206545299,5.61540489327032,2965.83017858167,0.00718974203791843,1,0.0630173360273064,0.321781097623359,7,0.642793526015425,0.752069400201717,FALSE,0,0,0.302875896815167,0.302875896815167,0,FALSE,7,"OLS_weighted",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Fe","WLS",0.711426381771426,0.612877558837851,NA,19118.97376675,NA,491.391320242748,502.164281184281,21584.5758201723,6.53030010588338,1248.52636413389,NA,6,16230.5950256377,190028.62119965,0.84892605762473,0.0877383574304587,5.61386747112591,2969.93101005432,0,0.999625375393036,0.0632312233744956,0.318856979630259,8,0.642793526015425,0.752069400201717,FALSE,0,0,0.299887612617911,0.299887612617911,0.00049918390693302,FALSE,8,"OLS_weighted",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Mn","PLS_LOO",0.652472643614871,0.567888873609633,0.583845224423336,106.37886834467,NA,NA,NA,197.778804797106,11.7476873475235,12.4970568569655,NA,3,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,43.9494629143216,0.90614383647643,1,0.427890814547147,0.790824778954716,1,0.538309939588125,0.699035496067784,FALSE,0,0,0.662457534590572,0.662457534590572,0,FALSE,1,"PLS_LOO",TRUE,"Preferred 1","High confidence (signal-dominated)","Stable","High confidence"
"Mn","PLS_kfold",0.652472643614871,0.567888873609633,0.583845224423336,106.37886834467,NA,NA,NA,197.778804797106,11.7476873475235,12.4970568569655,NA,4,153.648507852804,417.173075343394,1.44435178004506,0.355430420726812,3.3737841569136,43.9494629143216,0.90614383647643,1,0.427890814547147,0.790824778954716,2,0.538309939588125,0.699035496067784,FALSE,0,0,0.662457534590572,0.662457534590572,0,FALSE,2,"PLS_LOO",FALSE,"Acceptable 2","High confidence (signal-dominated)","Stable","High confidence"
"Mn","RF",0.693783864178937,0.533068349436722,0.538666849894129,100.340442065868,NA,NA,NA,197.778804797106,11.023863961542,11.0613938317511,NA,1,157.678876664654,392.795796744905,1.57143892749791,0.340616688568879,2.95803188926975,45.2303452360865,0.855358641677302,0.41895962554177,1,0.767831344333452,3,0.60201756323575,0.7372426666462,FALSE,1,1,0.767831344333452,0.767831344333452,0.0840601812932284,FALSE,3,"PLS_LOO",FALSE,"Acceptable 3","High confidence (signal-dominated)","Stable","High confidence"
"Mn","Bayes",0.675458563365959,0.54878715622519,0.563291283780317,106.167683499791,NA,454.927144861597,483.655040705684,197.778804797106,11.3525920752897,12.0527840235159,NA,2,154.258493992566,399.642585261461,1.45297032870525,0.37990694015858,2.70644362850449,56.0983388402004,0.990055493180809,0.0673489462475985,0.746217304205939,0.640092072408385,4,0.567979634223782,0.710264046198335,FALSE,0.465716549086247,0.293885937130725,0.555941845872477,0.504392662285821,0.797291597741144,TRUE,4,"PLS_LOO",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Mn","OLS",0.642325781154841,0.576119639333299,0.578466614037536,111.776118917736,NA,470.979249882013,481.752210823546,197.778804797106,11.9179538676928,13.3214262877132,NA,5,147.072578783174,415.131351621857,1.31577818417022,0.382807692258575,2.68496604453211,59.1871450375229,1,0.0373326495127932,0.28736934997538,0.497410599846452,5,0.554183967628568,0.700269518789615,FALSE,0.249169991463575,0.0322981969915398,0.48595079229291,0.4208892539513,1,TRUE,5,"PLS_LOO",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Low confidence"
"Mn","OLS_weighted",0.621575234052913,0.592595892589243,NA,115.442539169045,NA,464.263343905446,475.036304846979,197.778804797106,12.6077701046542,14.5547299414087,NA,8,132.023911331763,939.928330609961,1.14363312070291,0.162722974321814,2.72146261670173,56.2006373585815,0.245494305312877,0.0883389424671466,0,0.124699404865295,6,0.554183967628568,0.700269518789615,FALSE,0.249169991463575,0.0322981969915398,0.199450402304367,0.134388863962757,0.804005120017953,TRUE,6,"PLS_LOO",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Mn","WLS_weighted",0.642027836746649,0.576359544649593,NA,109.653909631702,NA,452.112021258381,462.884982199914,197.778804797106,11.9193763579275,13.0700621801843,NA,6,145.664884077566,1673.03766670793,1.32840575011703,0.0911137799574559,2.66652806633924,57.1667659340393,0,0.0115643961869478,0.283243189325717,0.0884422756537995,7,0.554183967628568,0.700269518789615,FALSE,0.249169991463575,0.0322981969915398,0.0782203162951568,0.0131587779535463,0.867409026704437,TRUE,7,"PLS_LOO",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Mn","WLS",0.64171449487873,0.57661174033931,NA,108.962939644912,NA,449.383505423298,460.15646636483,197.778804797106,11.9216071388441,12.9901335914022,NA,7,145.168076687072,1630.88827087206,1.3322701935185,0.0918686258440677,2.65825338500898,56.3631236943644,0.00258780130396593,0,0.278903792949239,0.0847062584063581,8,0.554183967628568,0.700269518789615,FALSE,0.249169991463575,0.0322981969915398,0.0757861179606589,0.0107245796190483,0.814668574897058,TRUE,8,"PLS_LOO",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Sr","RF",0.724605462674095,0.324729281645887,0.327736832283875,42.4284084999708,NA,NA,NA,163.852330174044,6.60482845081866,2.80232359583564,NA,1,143.478707552227,195.222808058447,3.38166602577907,0.410627168879334,3.19892431204541,25.0596079037757,1,1,1,1,1,0.59806873653694,0.763295087427818,FALSE,1,1,1,1,0.604101061285048,FALSE,1,"RF",TRUE,"Preferred 1","High confidence (signal-dominated)","Stable","High confidence"
"Sr","Bayes",0.719033486991341,0.327997906598047,0.346202462486856,49.7050467588939,NA,179.046097421121,207.773993265208,163.852330174044,6.6842619538624,3.32241552965426,NA,2,150.562909245336,207.199353185979,3.02912720262949,0.362486494626766,2.5330514701478,29.650786061973,0.882748761495878,0,0.959078708476175,0.640823117141204,2,0.594571936878357,0.747173588968374,FALSE,0.967745051980938,0.823341545292818,0.643423020192633,0.600101968186197,1,TRUE,2,"RF",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Sr","PLS_LOO",0.681443929954195,0.349250256346248,0.359641666342418,60.5526521980026,NA,NA,NA,163.852330174044,7.11733313343403,4.30973397806151,NA,3,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,25.6738014291286,0.747902937307632,0.17334455454482,0.683016265036317,0.556069420797394,3,0.549403714418875,0.72376504157943,FALSE,0.551107323260086,0.566832026709677,0.516496738264525,0.521214149299402,0.657063189190855,FALSE,3,"RF",FALSE,"Acceptable 3","Low confidence","Acceptable","Low confidence"
"Sr","PLS_kfold",0.681443929954195,0.349250256346248,0.359641666342418,60.5526521980026,NA,NA,NA,163.852330174044,7.11733313343403,4.30973397806151,NA,4,149.744279624008,221.398972488903,2.47295988182904,0.307121886291843,2.64847690131003,25.6738014291286,0.747902937307632,0.17334455454482,0.683016265036317,0.556069420797394,4,0.549403714418875,0.72376504157943,FALSE,0.551107323260086,0.566832026709677,0.516496738264525,0.521214149299402,0.657063189190855,FALSE,4,"RF",FALSE,"Acceptable 4","Low confidence","Acceptable","Low confidence"
"Sr","OLS",0.605940022011523,0.388440903375382,0.391554198151312,59.7735590156883,NA,259.701823511304,270.474784452837,163.852330174044,7.91599508300363,4.73167199261816,NA,5,143.231154722705,243.139630055274,2.39622932081244,0.256264989918794,3.0435722326859,20.4720539160617,0.624036078797696,0.766694074927601,0.128506051060819,0.518174469315604,5,0.489657473355962,0.672037080636319,FALSE,0,0,0.479622653997358,0.479622653997358,0.208514636090287,FALSE,5,"RF",FALSE,"Unstable","Low confidence","Acceptable","Low confidence"
"Sr","WLS",0.605899324973479,0.388460961218056,NA,59.3656290640811,NA,259.48152064019,270.254481581722,163.852330174044,7.9164456866427,4.69964778139175,NA,6,143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,20.6066157965584,0.0745264347859501,0.783090525074617,0.128207166885304,0.303199881502357,6,0.489657473355962,0.672037080636319,FALSE,0,0,0.264737731436765,0.264737731436765,0.220117955291709,FALSE,6,"RF",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Sr","WLS_weighted",0.605197017350042,0.38880693583257,NA,61.616501941787,NA,262.010925381086,272.783886322619,163.852330174044,7.9241960725617,4.88261242692099,NA,7,142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,19.8869839221994,0.0842749089743282,0.696829637604153,0.123049331202886,0.279673654231843,7,0.489657473355962,0.672037080636319,FALSE,0,0,0.242758854870977,0.242758854870977,0.158063840746946,FALSE,7,"RF",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,NA,68.563181097856,NA,330.646390635536,341.419351577069,163.852330174044,8.21821901552606,5.63467238663357,NA,8,131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,18.0539422484993,0,0.647949981913982,0,0.194384994574195,8,0.489657473355962,0.672037080636319,FALSE,0,0,0.194384994574195,0.194384994574195,0,FALSE,8,"RF",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
"Ti","OLS",0.729930592021033,0.639603384224678,0.644447515724916,2035.54425020404,NA,527.008898110934,537.781859052467,3392.06646739343,8.80236008250463,179.175934541678,NA,5,2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,691.734768520636,0.968687534319326,0.952566661215178,0.22519296680845,0.740802902134819,1,0.647980042492791,0.783176150339138,FALSE,0,0,0.673245012092284,0.673245012092284,0.416818152667415,FALSE,1,"OLS",TRUE,"Preferred 1","Moderate confidence","Acceptable","Moderate confidence"
"Ti","PLS_LOO",0.754035431978301,0.610392701137588,0.641872967170071,2029.36926987965,NA,NA,NA,3392.06646739343,8.40035634529776,170.474250231858,NA,3,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,713.437199028184,0.964866790636458,0.393261846296018,0.702408109193344,0.714647702901392,2,0.651635393866369,0.786249900096901,FALSE,0.182017514779507,0.197134662467761,0.55853052457724,0.563065668883717,0.577375928161679,FALSE,2,"OLS",FALSE,"Acceptable 2","Moderate confidence","Acceptable","Moderate confidence"
"Ti","PLS_kfold",0.754035431978301,0.610392701137588,0.641872967170071,2029.36926987965,NA,NA,NA,3392.06646739343,8.40035634529776,170.474250231858,NA,4,2133.88133038419,6414.01219915502,1.05149977485898,0.64176020813951,5.76961477414703,713.437199028184,0.964866790636458,0.393261846296018,0.702408109193344,0.714647702901392,3,0.651635393866369,0.786249900096901,FALSE,0.182017514779507,0.197134662467761,0.55853052457724,0.563065668883717,0.577375928161679,FALSE,3,"OLS",FALSE,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Ti","Bayes",0.769067236846491,0.591446999353038,0.623668660505259,1783.30513592537,NA,495.052856787575,523.780752631662,3392.06646739343,8.13964971656281,145.1547914418,NA,1,2136.84030349143,6140.791272153,1.19824715380669,0.658891574121819,5.250857290592,770.562863117966,1,0,1,0.7,4,0.668062458066952,0.798768282738815,FALSE,1,1,0.7,0.7,1,TRUE,4,"OLS",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,NA,2173.73266969499,NA,558.906329039579,569.679289981112,3392.06646739343,9.13705301194011,198.615106367892,NA,8,2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,703.346411361033,0.951912975621524,1,0,0.68076519024861,5,0.647980042492791,0.783176150339138,FALSE,0,0,0.68076519024861,0.68076519024861,0.50272279563538,FALSE,5,"OLS",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Ti","RF",0.756878389356067,0.606854866359101,0.609044942817076,1582.52952794485,NA,NA,NA,3392.06646739343,8.34014656224976,131.98528202148,NA,2,2183.41601506748,6508.39908873632,1.37970001602622,0.6212239192817,5.39848586180341,748.945777326452,0.922750724892684,0.11191488570494,0.758691507557744,0.630282207935879,6,0.666147746402823,0.791235062858576,FALSE,0.904657302949512,0.516857624913792,0.674071946553409,0.557732043142693,0.840073617277705,TRUE,6,"OLS",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,NA,1893.08238585334,NA,487.996188481353,498.769149422886,3392.06646739343,8.80510687431618,166.687927293242,NA,6,2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,642.188935672347,0.0198210867395631,0.910442671231707,0.210661448677743,0.34425967066866,7,0.647980042492791,0.783176150339138,FALSE,0,0,0.281061236065337,0.281061236065337,0.0502707881053945,FALSE,7,"OLS",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Ti","WLS",0.728935134347202,0.640781067535794,NA,1882.89538666468,NA,487.487982869888,498.26094381142,3392.06646739343,8.80679455599539,165.822728407873,NA,7,2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,635.393884594575,0,0.902868475789578,0.205485411130937,0.332506166076154,8,0.647980042492791,0.783176150339138,FALSE,0,0,0.270860542736873,0.270860542736873,0,FALSE,8,"OLS",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Zr","OLS",0.608456680906178,0.822327315016661,0.829368800202076,148.16046066862,NA,661.700465220814,672.473426162346,65.4747233406631,24.9401894861566,36.9514996343163,NA,5,51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,85.6250432960216,0.812402091624064,1,0.572171436144213,0.79661226749289,1,0.528841519099038,0.653437468116439,FALSE,0,0,0.624960836649626,0.624960836649626,0.657267114919205,FALSE,1,"OLS",TRUE,"Preferred 1","High confidence (signal-dominated)","Stable","High confidence"
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,NA,162.575252795128,NA,661.816062941063,672.589023882596,65.4747233406631,24.9453367350013,40.5549442575243,NA,7,54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,94.081024048633,0.601984966345547,0.983198073355585,0.571544041563638,0.707216621013986,2,0.528841519099038,0.653437468116439,FALSE,0,0,0.535753408544894,0.535753408544894,0.753496455750038,TRUE,2,"OLS",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","RF",0.763434294129901,0.639191072577344,0.656891235581288,44.0874905808599,NA,NA,NA,65.4747233406631,19.358805575353,8.53481158460073,NA,1,42.6432559218864,137.075927863734,0.967241622511388,0.45823818476575,2.25389169732999,27.8688742825437,0.447667509802165,0.664864938929755,1,0.678526485599792,3,0.654637847088809,0.784537630337029,FALSE,1,1,0.678526485599792,0.678526485599792,0,FALSE,3,"OLS",FALSE,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Zr","Bayes",0.723503699572672,0.691034085621477,0.73294668717106,78.0488237943269,NA,578.463608938088,607.191504782175,65.4747233406631,20.9583134637289,16.3577171455685,NA,2,45.8211039551669,165.709469031005,0.587082568674116,0.791525325010495,1.94500886907361,67.4358062925207,0.773271377407729,0.295768306389596,0.889768279637488,0.664969526771217,4,0.607563337308106,0.747673427695486,FALSE,0.625787886395774,0.718808870888233,0.585775408798703,0.61368170414644,0.450272995813368,FALSE,4,"OLS",FALSE,"Acceptable 4","Moderate confidence","Acceptable","Moderate confidence"
"Zr","PLS_LOO",0.697291605179832,0.723047851394819,0.762985283258762,93.2499291193699,NA,NA,NA,65.4747233406631,21.9291638402889,20.4489297375399,NA,3,49.4304268796348,191.940643757118,0.530085409677454,1.02360406163947,1.69749170708413,115.742080932442,1,0,0.817407617562043,0.645222285268613,5,0.558154571125874,0.74046079959667,FALSE,0.233019933850694,0.663792706326365,0.469905980155208,0.59913781189791,1,TRUE,5,"OLS",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","PLS_kfold",0.666923514991935,0.758449717250912,0.774192091060072,101.723366963639,NA,NA,NA,65.4747233406631,23.0028594679193,23.3992831486818,NA,4,48.4596948746908,203.323096855896,0.476387051679213,0.869273661355784,1.88695921409282,93.6657303041356,0.849227380376624,0.226402416759288,0.733573984162516,0.627683872427191,6,0.578609244857166,0.704570244428604,FALSE,0.395621450589362,0.390028322208547,0.526298112355245,0.524620173841,0.748770399192753,TRUE,6,"OLS",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","WLS",0.608323185716187,0.822467487738816,NA,159.077231156446,NA,661.726819498081,672.499780439613,65.4747233406631,24.9432156773829,39.6789768609613,NA,6,53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,92.025463096561,0.393138927671835,0.987137812680216,0.571802911592651,0.624937788350594,7,0.528841519099038,0.653437468116439,FALSE,0,0,0.453396914872799,0.453396914872799,0.730104104082918,TRUE,7,"OLS",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,NA,153.784821913486,NA,788.726977570257,799.499938511789,65.4747233406631,37.3991921049437,57.51428097567,NA,8,42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,101.046981383745,0,0.868549217654129,0,0.260564765296239,8,0.528841519099038,0.653437468116439,FALSE,0,0,0.260564765296239,0.260564765296239,0.832769280774687,TRUE,8,"OLS",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Unstable","Low confidence"
