"Element","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm","AIC","BIC","mean_obs_ppm","RMSE_log_pc","RMSE_ppm_pc","RMSEP_ppm_pc","Rank","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","R2_s","Robustness_score","Robust_Rank","R2_q05","R2_q95","Bootstrap_Unstable","R2_q05_s","R2_q95_s","Robustness_low","Robustness_high","Roughness_norm","Unstable_flag","Global_Rank","Production_Model","Is_Production_Model","Robustness_Class","Confidence_Flag","Stability_class","Confidence_class"
"Ca","Bayes",0.71849446314204,0.377551919451181,0.391342413156401,4920.26934220119,NA,254.461762755566,283.189658599653,13400.3536152465,4.08476256724317,200.981320297776,NA,2,11346.9447772753,18368.730735261,2.30616333946446,0.416180627939233,4.17432514192196,1831.36426414733,0.880795412567876,0.95417792673025,0.849356070837948,0.89337836429761,1,0.609700413189177,0.747602869381438,FALSE,0.851358806345232,0.880976514491479,0.893979184949795,0.90286449739367,0.0791459673704801,FALSE,1,"Bayes",TRUE,"Preferred 1","High confidence (signal-dominated)","Stable","High confidence"
"Ca","PLS_LOO",0.714591218855023,0.380160401230266,0.391014570914877,5060.00126868248,NA,NA,NA,13400.3536152465,4.11297132102708,208.116401024517,NA,3,11255.5432374305,18369.0735446626,2.22441510184863,0.401641950155111,4.10324734399092,1798.03699424201,0.844393052063046,0.843735698366733,0.821191656050566,0.837235427150408,2,0.595974555714744,0.750197871349793,FALSE,0.737913290048657,0.908375151458211,0.812251917349835,0.863390475772702,0,FALSE,2,"Bayes",FALSE,"Acceptable 2","High confidence (signal-dominated)","Stable","High confidence"
"Ca","PLS_kfold",0.714591218855023,0.380160401230266,0.391014570914877,5060.00126868248,NA,NA,NA,13400.3536152465,4.11297132102708,208.116401024517,NA,4,11255.5432374305,18369.0735446626,2.22441510184863,0.401641950155111,4.10324734399092,1798.03699424201,0.844393052063046,0.843735698366733,0.821191656050566,0.837235427150408,3,0.595974555714744,0.750197871349793,FALSE,0.737913290048657,0.908375151458211,0.812251917349835,0.863390475772702,0,FALSE,3,"Bayes",FALSE,"Acceptable 3","High confidence (signal-dominated)","Stable","High confidence"
"Ca","RF",0.739371873885863,0.363281977243897,0.371218256028587,4506.9080410246,NA,NA,NA,13400.3536152465,3.92999712347622,177.121356369986,NA,1,11008.1315358607,17034.9079510132,2.44250191831252,0.463789548433136,3.56024059408792,2219.12313435223,1,0,1,0.7,4,0.62768462186959,0.758875918458664,FALSE,1,1,0.7,0.7,1,TRUE,4,"Bayes",FALSE,"Unstable","Low confidence (noise-dominated)","Unstable","Moderate confidence"
"Ca","OLS_weighted",0.60078407376705,0.449611220751241,NA,5620.88386479327,NA,359.871349044666,370.644309986199,13400.3536152465,4.88868566908853,274.787343974258,NA,8,10492.425843022,18035.9437498918,1.86668611119008,0.449204423146897,4.19853658933548,1929.67848098767,0.963481342900547,0.991798200319057,0,0.682931997255936,5,0.506693877391423,0.664163105864895,FALSE,0,0,0.682931997255936,0.682931997255936,0.312623651567359,FALSE,5,"Bayes",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Ca","OLS",0.605349695781694,0.447032844459699,0.450923989941031,5504.63271481712,NA,335.005013489929,345.777974431461,13400.3536152465,4.83646708828632,266.229749583172,NA,5,10921.4227828969,22038.6753023897,1.98404205125242,0.367288108355072,4.20176309327957,1926.46353037206,0.758376912734568,0.996811612323666,0.0329438955718331,0.612277417462477,6,0.506693877391423,0.664163105864895,FALSE,0,0,0.602394248790927,0.602394248790927,0.304988751461709,FALSE,6,"Bayes",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Ca","WLS_weighted",0.604732452698864,0.447382293228408,NA,5447.03371534874,NA,321.186258039926,331.959218981458,13400.3536152465,4.83890510810685,263.576792692313,NA,6,10873.2672025233,114937.491193476,1.99618136599456,0.066580398464715,4.20378299807899,1820.40413734327,0.00545628098595968,0.999950184333833,0.0284900902419179,0.310714594767109,7,0.506693877391423,0.664163105864895,FALSE,0,0,0.302167567694534,0.302167567694534,0.0531177376092387,FALSE,7,"Bayes",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Ca","WLS",0.604685117514639,0.447409080513934,NA,5446.04597912254,NA,321.219522661163,331.992483602695,13400.3536152465,4.83911154535997,263.540239741332,NA,7,10872.2684867972,118586.161886132,1.99636002495685,0.064401223541595,4.20381505816965,1816.70549605334,0,1,0.0281485364818881,0.308444560944566,8,0.506693877391423,0.664163105864895,FALSE,0,0,0.3,0.3,0.0443341635667263,FALSE,8,"Bayes",FALSE,"Unstable","Low confidence (uncertainty-dominated)","Marginal","Low confidence"
"Fe","OLS_weighted",0.705011398870254,0.619652240442579,NA,19165.0781241486,NA,522.979148483121,533.752109424654,21584.5758201723,6.6620416902927,1276.78549460795,NA,8,15756.8906271743,26305.9766538876,0.822166782994747,0.674583226386664,5.420670473258,3273.68555088834,1,0.952548943160995,0,0.685764682948298,1,0.642793526015425,0.752069400201717,FALSE,0,0,0.685764682948298,0.685764682948298,0.037474460616865,FALSE,1,"OLS_weighted",TRUE,"Preferred 1","Moderate confidence","Acceptable","Moderate confidence"
"Fe","Bayes",0.782666025570093,0.531874559979908,0.553367126639677,13054.643263387,NA,438.148736470006,466.876632314093,21584.5758201723,5.66838416419403,739.987331433851,NA,2,20039.3503092571,49770.6178813076,1.53503622465574,0.423535164530212,2.93519389409532,7181.67439484506,0.572207111049672,0.346911324385626,0.765426365520655,0.562584151391753,2,0.690636361518016,0.80949015337227,FALSE,0.602877641973315,0.846493821860375,0.513819534327551,0.586904388293669,0.513184119105853,FALSE,2,"OLS_weighted",FALSE,"Acceptable 2","Low confidence","Acceptable","Low confidence"
