"Element","Model","n_test_median","n_success","Failure_rate_pct","R2_single","RMSE_single","RMSE_ppm_single","R2_mean","R2_sd","R2_q05","R2_q25","R2_q75","R2_q95","RMSE_mean","RMSE_sd","RMSE_ppm_mean","RMSE_ppm_sd","R2_boot_s","RMSE_boot_s","Robustness_boot","Bootstrap_Unstable"
"Ca","RF",120,500,0,0.739371873885863,0.363281977243897,4506.9080410246,0.699344942518252,0.0417684079236344,0.62768462186959,0.676397343899839,0.727500128430777,0.758875918458664,0.388031484959844,0.0262638413515956,4786.03504330509,480.007885836202,1,0,1,FALSE
"Ca","Bayes",120,2000,0,0.71849446314204,0.377551919451181,4920.26934220119,0.684299418084019,0.0422067624305931,0.609700413189177,0.65834052954127,0.713192030657888,0.747602869381438,0.397071516809883,0.0228240920944748,5244.22820279047,680.428774951143,0.860169557162549,0.515220061090731,0.710013709861237,FALSE
"Ca","PLS_LOO",120,2000,0,0.714591218855023,0.380160401230266,5060.00126868248,0.681151949150216,0.0469583149912649,0.595974555714744,0.653311456782923,0.71286900162392,0.750197871349793,0.398879977135174,0.0260157262124261,5359.23481996292,726.697268438711,0.830917537616491,0.644540447261448,0.640734343665315,FALSE
"Ca","PLS_kfold",120,2000,0,0.714591218855023,0.380160401230266,5060.00126868248,0.681151949150216,0.0469583149912649,0.595974555714744,0.653311456782923,0.71286900162392,0.750197871349793,0.398879977135174,0.0260157262124261,5359.23481996292,726.697268438711,0.830917537616491,0.644540447261448,0.640734343665315,FALSE
"Ca","OLS",120,2000,0,0.605349695781694,0.447032844459699,5504.63271481712,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0,1,0,FALSE
"Ca","WLS",120,2000,0,0.604685117514639,0.447409080513934,5446.04597912254,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0,1,0,FALSE
"Ca","OLS_weighted",120,2000,0,0.60078407376705,0.449611220751241,5620.88386479327,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0,1,0,FALSE
"Ca","WLS_weighted",120,2000,0,0.604732452698864,0.447382293228408,5447.03371534874,0.591746596057155,0.0475759801178607,0.506693877391423,0.563759387738726,0.624505468767351,0.664163105864895,0.451886162596156,0.023556350267027,5675.35049137863,584.132213408368,0,1,0,FALSE
"Fe","PLS_LOO",120,2000,0,0.769588412151896,0.547643031052147,12699.4253247054,0.752184933690065,0.034658648377125,0.689574550994159,0.730862374508311,0.775845369687046,0.805368935543005,0.563656198051877,0.0354111035608122,13150.9616322439,3305.8744311371,0.699097588215905,0,0.819458552929543,FALSE
"Fe","PLS_kfold",120,2000,0,0.769588412151896,0.547643031052147,12699.4253247054,0.752184933690065,0.034658648377125,0.689574550994159,0.730862374508311,0.775845369687046,0.805368935543005,0.563656198051877,0.0354111035608122,13150.9616322439,3305.8744311371,0.699097588215905,0,0.819458552929543,FALSE
