"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,68.9090909090909,58.9108725880962,0.738789575,0.008034972,3.86661503375984,-10.3917005642149,18.1249306317346
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,81.5833333333333,41.3047616302689,0.761205508,0.003005595,4.64513776060576,-9.60942961173785,18.8997051329494
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,33.0833333333333,34.6579607366654,1.745989306,0.00454165,1.66599699714636,-12.6079147576912,15.9399087519839
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,50.1666666666667,34.2234192365758,1.171208352,0.012269219,2.71535070248859,-11.5502033139776,16.9809047189548
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,144.2,53.0236844354588,14.98993637,0.050641414,8.49140300057722,-5.75824328852989,22.7410492896843
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,258.181818181818,60.4480242552528,4.788646274,0.037728077,15.4928026054983,1.19411238512646,29.7914928258701
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,189.9,73.9541149031689,6.375776882,0.021747503,11.2985521323317,-2.96178272118978,25.5588869858533
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,61.5454545454545,35.16920140226,17.04437568,0.072771457,3.41429937895157,-10.8466189269433,17.6752176848465
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,34.9090909090909,34.7000130992902,5.701846016,0.226259322,1.77814522020068,-12.4947932899771,16.0510837303784
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,73.2727272727273,18.1333444741499,1.54911114,0.010688746,4.13465394031289,-10.1222666887095,18.3915745693352
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,64.75,34.1097826543541,4.068857773,0.02443965,3.61114045095147,-10.648606819119,17.870887721022
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,94.75,37.8204490142088,2.041238975,0.011991471,5.45390793350367,-8.79774628881354,19.7055621558209
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,73.1818181818182,50.7303029397976,2.439569014,0.01043611,4.12906979642637,-10.1278787754952,18.386018368348
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,54.3636363636364,34.6562338613783,2.601276107,0.027240957,2.97315201191635,-11.2906054409691,17.2369094648018
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,60.0909090909091,38.7232605689514,5.745017677,0.069473871,3.32495307676723,-10.9365162716723,17.5864224252068
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,90.0909090909091,38.949851207558,3.633220643,0.018650539,5.16772055931943,-9.08485020267511,19.420291321314
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,64.3636363636364,29.1454035047475,1.389287804,0.01419095,3.58740783943375,-10.6724774845539,17.8472931634214
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,135.090909090909,51.3720829740328,1.543818014,0.018208205,7.93187178314773,-6.31708396058064,22.1808275268761
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,49.9,38.4402855810874,0.741821487,0.012050585,2.69897054708813,-11.5667010427083,16.9646421368846
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,180.181818181818,65.1625938431217,1.001920559,0.002420104,10.7016071508626,-3.55544690120072,24.9586612029258
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,63.8181818181818,62.6798503218031,3.769043144,0.04959872,3.55390297611462,-10.7061787109083,17.8139846631375
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,241.333333333333,73.4925269340463,1.250579343,0.003346293,14.4578746051962,0.171132998265261,28.7446162121272
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,97.4545454545455,54.6669253504596,16.76515491,0.107585917,5.6200362141277,-8.63114340598808,19.8712158342435
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,93.9411764705882,58.15654583561,14.16367715,0.137185591,5.40422547686623,-8.84757887654517,19.6560298302776
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,139.090909090909,45.5092398210617,6.771422937,0.061270999,8.17757411415469,-6.0716258907552,22.4267741190646
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,215.545454545455,65.5932369019301,5.562421054,0.040340228,12.8738391227196,-1.39776323319555,27.1454414786347
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,237.909090909091,46.170238347781,3.933228837,0.026102701,14.2475385188039,-0.0369732999676717,28.5320503375755
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,197.818181818182,78.0010489439959,5.752426608,0.069152067,11.7849310648478,-2.47847897180139,26.048341101497
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,199.777777777778,49.5675745265435,6.816523388,0.051952222,11.9053003886239,-2.35892639503628,26.1695271722842
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,173.454545454545,70.788930824478,11.84941346,0.182590959,10.2883805032599,-3.96672116185573,24.5434821683756
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,127.272727272727,50.9236505154352,10.70451145,0.097700279,7.45163540890684,-6.7971095584312,21.7003803762449
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,208.181818181818,59.1655612359389,6.228678054,0.076630039,12.4215234679113,-1.84645655536859,26.6895034911911
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,104.333333333333,54.3362148334262,16.02760991,0.211315323,6.04256976820783,-8.20759289871064,20.2927324351263
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,58.4,45.2945912885854,0.986560337,0.017365677,3.22108800047792,-11.0410372432359,17.4832132441917
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,268,66.1286624694618,23.84445704,0.16101435,16.0958901452427,1.78948909569863,30.4022911947867
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,201.181818181818,62.6958023823257,36.34308788,0.239108874,11.9915443886491,-2.27328117537051,26.2563699526687
