"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","Cu_fit_OLS","Cu_lwr_OLS","Cu_upr_OLS","Cu_fit_WLS","Cu_lwr_WLS","Cu_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,0.372548029429469,0.0186274014714735,-2.12531618636997,-0.106265809318499,-1.78544324349095,-3.17194921986908,-0.398937267112826,-1.72972158122225,-3.30630804320865,-0.153135119235847
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.477548835731455,0.0238774417865727,-2.09689470641358,-0.104844735320679,-1.75047827000454,-3.13804658746126,-0.362909952547832,-1.68507000784799,-3.29800072505129,-0.0721392906446872
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.20825808477765,-0.0104129042388825,-1.86135317033261,-0.0930676585166307,-1.97885004767861,-3.36273916180316,-0.59496093355405,-1.97670927339434,-3.35404000425199,-0.599378542536678
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.217303929711652,-0.0108651964855826,-2.29698600257009,-0.114849300128505,-1.98186228862626,-3.36575441500562,-0.5979701622469,-1.9805560172721,-3.35481140264198,-0.606300631902226
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.281854028856893,0.0140927014428446,-2.10946612672938,-0.105473306336469,-1.81564409086612,-3.20137735100997,-0.429910830722269,-1.7682891881178,-3.31355412308883,-0.223024253146772
"Bird Island","BI10","BI10.2",45,44,45,44.5,-0.199713714900078,-0.00998568574500391,-3.28717186323751,-0.164358593161876,-1.97600479651579,-3.35989229934955,-0.592117293682034,-1.97307578169116,-3.35331227000882,-0.592839293373496
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.465200545865302,0.0232600272932651,-1.43919851548374,-0.0719599257741872,-1.754590215836,-3.14202427290424,-0.367156158767748,-1.69032111581967,-3.29897330521196,-0.0816689264273767
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.618021690514015,0.0309010845257007,-2.87738168075736,-0.143869084037868,-1.70370120403701,-3.09297151969881,-0.314430888375219,-1.6253339524469,-3.28701465760845,0.0363467527146517
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.416226885440351,-0.0208113442720176,-0.44052288966772,-0.022026144483386,-2.0481030739864,-3.43240103702192,-0.663805110950876,-2.06514796724245,-3.37203654733543,-0.758259387149477
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.0166962420825117,0.00083481210412558,-1.63981914139546,-0.0819909570697731,-1.9039408888699,-3.28818722920907,-0.519694548530728,-1.8810474876861,-3.33515593441757,-0.426939040954624
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.481847500254394,0.0240923750127197,-1.10084599198705,-0.0550422995993527,-1.74904682679601,-3.13666246563477,-0.361431187957253,-1.68324200155816,-3.29766241946991,-0.0688215836464066
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,0.290058309935004,0.0145029154967502,-1.62204439811832,-0.0811022199059159,-1.81291208831801,-3.19870971819107,-0.427114458444938,-1.76480031911342,-3.3128958270781,-0.216704811148729
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,0.327176862888552,0.0163588431444276,-1.06551795879487,-0.0532758979397433,-1.80055171447343,-3.18665432461246,-0.414449104334396,-1.74901566136531,-3.30992455346043,-0.188106769270196
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.313228524271031,-0.0156614262135516,-1.57964606443596,-0.078982303221798,-2.01380490910307,-3.39781164426072,-0.629798173945407,-2.02134793328887,-3.36305355548617,-0.679642311091582
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-0.515232028680904,-0.0257616014340452,-1.67315492911032,-0.0836577464555159,-2.08107150851887,-3.46581345929885,-0.696329557738893,-2.10724988601363,-3.38081140038326,-0.833688371644005
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.241807094331257,-0.0120903547165628,-1.32002689646471,-0.0660013448232353,-1.99002177360006,-3.37392880868563,-0.606114738514482,-1.99097598347472,-3.35690592246133,-0.625046044488101
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.355870508383117,0.0177935254191559,-0.695703770737642,-0.0347851885368821,-1.79099681114192,-3.17735060997846,-0.404643012305388,-1.73681369394908,-3.30763546224691,-0.165991925651244
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,0.585451512524099,0.0292725756262049,0.00793031335121253,0.00039651566756062,-1.7145469817979,-3.10339410531668,-0.32569985827912,-1.63918441458665,-3.2895494672134,0.0111806380400925
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.116765720249992,0.00583828601249962,-0.154838744258429,-0.00774193721292145,-1.87061803379714,-3.25529016687582,-0.485945900718455,-1.83849296068496,-3.32692620910671,-0.350059712263207
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.28879025923216,0.014439512961608,-1.09512188719655,-0.0547560943598275,-1.81333434563932,-3.19912195463157,-0.427546736647058,-1.76533955743924,-3.31299753590171,-0.217681578976772
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.338366039766199,0.0169183019883099,-0.847155394083254,-0.0423577697041627,-1.79682575001049,-3.18302471199964,-0.410626788021333,-1.74425746597667,-3.30903111647608,-0.179483815477264
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.0281194822424473,-0.00140597411212236,-0.840453530858274,-0.0420226765429137,-1.91886439915504,-3.30297331019765,-0.534755488112437,-1.90010536613001,-3.33887420905366,-0.461336523206358
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-0.144278725740812,-0.0072139362870406,-2.09151305849895,-0.104575652924947,-1.9575451008769,-3.34145126895551,-0.573638932798283,-1.94950206284916,-3.34861166837997,-0.550392457318351
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-0.0428107170517003,-0.00214053585258502,-1.08319265479248,-0.054159632739624,-1.92375653906977,-3.30782757257779,-0.539685505561747,-1.9063528110035,-3.34009767257007,-0.472607949436937
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.220579208272423,0.0110289604136211,-1.80298447800585,-0.0901492239002924,-1.83604843396191,-3.22133576397911,-0.450761103944713,-1.79434629418852,-3.31848896749429,-0.270203620882748
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.338356349086262,0.0169178174543131,-2.16242190382251,-0.108121095191126,-1.79682897697968,-3.18302785463569,-0.410630099323663,-1.74426158693652,-3.30903188981711,-0.179491284055925
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.0774048117675059,0.00387024058837529,-1.19367513015904,-0.059683756507952,-1.88372510573269,-3.26821016474742,-0.499240046717953,-1.85523117970519,-3.33015154305785,-0.380310816352528
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-0.0917713379502046,-0.00458856689751023,-0.52020035502762,-0.026010017751381,-1.94006028826833,-3.32403066746295,-0.55608990907371,-1.92717330594533,-3.34419171875037,-0.5101548931403
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-0.460253054512182,-0.0230126527256091,-2.06152070582245,-0.103076035291123,-2.0627636645906,-3.44723921574974,-0.678288113431464,-2.08387008746165,-3.37592098832884,-0.791819186594456
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-0.197808202127319,-0.00989041010636595,-1.05295225548103,-0.0526476127740515,-1.97537026611622,-3.35925757309533,-0.591482959137123,-1.97226546273852,-3.35315009387471,-0.591380831602337
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-0.0733738886838181,-0.0036686944341909,-0.47969291655899,-0.0239846458279495,-1.93393398935243,-3.31793757518099,-0.549930403523862,-1.91934979406244,-3.34265029709835,-0.496049291026523
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.205230661414715,0.0102615330707358,-0.278331566861719,-0.013916578343086,-1.84115945694197,-3.2263447114858,-0.455974202398147,-1.80087326088851,-3.31973022566928,-0.282016296107743
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,0.324260865073745,0.0162130432536873,-0.894622417170144,-0.0447311208585072,-1.80152273355292,-3.18760056961249,-0.41544489749335,-1.75025568889437,-3.31015755989013,-0.190353817898607
