"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","Ca_fit_OLS","Ca_lwr_OLS","Ca_upr_OLS","Ca_fit_WLS","Ca_lwr_WLS","Ca_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.80758541593921,-7.74113782174074,7.35055584285185,3.16584007729043,8.06051308726251,7.2555267239346,8.86549945059042,8.11035215604492,6.95924571014086,9.26145860194897
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.95635233262163,-8.22632137470304,7.24247120132883,2.83029653665937,7.97147789892375,7.16512313946687,8.77783265838062,8.02488337155558,6.84542236824493,9.20434437486622
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-6.61499894187169,-7.93194069902791,7.84267996218333,3.49737575689997,8.17577374717592,7.37241126118216,8.97913623316969,8.22099592157228,7.10658131392443,9.33541052922013
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-5.78629652032065,-7.53384467709377,8.75807660650184,4.56666103966707,8.6717420566966,7.87344579194295,9.47003832145026,8.69709766685844,7.74033677405265,9.65385855966423
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.1750432851041,-7.14531253196743,9.04100380665293,4.62895784972354,9.03756967572538,8.24098902729629,9.83415032415448,9.04827165227256,8.20746648864963,9.88907681589548
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.46525974364459,-7.37245297602124,9.04402113279338,3.3115031111118,8.86387865878832,8.06669867299423,9.66105864458241,8.88153802289172,7.98572178527473,9.7773542605087
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.14897803524557,-7.33834598622214,9.28899573342214,4.54587537966246,9.05316941041105,8.25662351051805,9.84971531030405,9.06324652217307,8.22737767426369,9.89911537008245
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-5.41437262611466,-7.96717338468178,8.85011583510835,4.21608464007972,8.89433397905933,8.097287250275,9.69138070784366,8.91077342131524,8.02460906519184,9.79693777743864
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-5.55609395270816,-7.90322367172975,8.89923601451618,5.85779993732473,8.80951549060596,8.01206790000641,9.60696308120551,8.82935243209073,7.91630148287544,9.74240338130601
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-4.98199434764984,-6.61144426389679,8.66848236944953,4.25898926679981,9.15310711434508,8.35670915261388,9.94950507607629,9.15918110982619,8.35491696788721,9.96344525176517
