"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"HER42PB","Ca","OLS_weighted",0.966290315264812,1,0.91572578816203,4009,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.682931997255936,"Unstable","Moderate confidence",FALSE,1
"HER42PB","Ca","OLS",0.831749891295395,0.797652094473633,0.882896586528037,4009,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.612277417462477,"Unstable","Moderate confidence",FALSE,2
"HER42PB","Ca","PLS_LOO",0.745637758387575,0.812825998972305,0.64485539751048,3901,0.714591218855023,0.380160401230266,5060.00126868248,0.391014570914877,2,0.837235427150408,"Acceptable 2","High confidence (signal-dominated)",FALSE,3
"HER42PB","Ca","PLS_kfold",0.745637758387575,0.812825998972305,0.64485539751048,3901,0.714591218855023,0.380160401230266,5060.00126868248,0.391014570914877,3,0.837235427150408,"Acceptable 3","High confidence (signal-dominated)",FALSE,4
"HER42PB","Ca","Bayes",0.729522777817058,0.824321832718183,0.58732419546537,3901,0.71849446314204,0.377551919451181,4920.26934220119,0.391342413156401,1,0.89337836429761,"Preferred 1","High confidence (signal-dominated)",FALSE,5
"HER42PB","Ca","RF",0.580182830039483,0.966971383399138,0,3901,0.739371873885863,0.363281977243897,4506.9080410246,0.371218256028587,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,6
"HER42PB","Ca","WLS_weighted",0.401784168196127,0.00573662399740849,0.995855484494204,4009,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.310714594767109,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"HER42PB","Ca","WLS",0.4,0,1,4009,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.308444560944566,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"HER42PB","Fe","OLS_weighted",0.990503391793059,1,0.976258479482647,4009,0.705011398870254,0.619652240442579,19165.0781241486,NA,1,0.685764682948298,"Preferred 1","Moderate confidence",FALSE,1
"HER42PB","Fe","OLS",0.646814074306526,0.439663835797651,0.957539432069838,4009,0.711860213839782,0.612416695598065,19046.317786508,0.619207902382141,6,0.490537268119636,"Unstable","Low confidence",FALSE,2
"HER42PB","Fe","PLS_LOO",0.50461938850971,0.548310458220292,0.439082783943838,3901,0.769588412151896,0.547643031052147,12699.4253247054,0.558876405734737,3,0.539037995940333,"Acceptable 3","Low confidence",FALSE,3
"HER42PB","Fe","PLS_kfold",0.50461938850971,0.548310458220292,0.439082783943838,3901,0.769588412151896,0.547643031052147,12699.4253247054,0.558876405734737,4,0.539037995940333,"Acceptable 4","Low confidence",FALSE,4
"HER42PB","Fe","Bayes",0.489131766559566,0.494934006135189,0.480428407196131,3901,0.782666025570093,0.531874559979908,13054.643263387,0.553367126639677,2,0.562584151391753,"Acceptable 2","Low confidence",FALSE,5
"HER42PB","Fe","WLS_weighted",0.404360499890339,0.00726749981723219,1,4009,0.711404682307114,0.612900601250386,19121.2837499281,NA,7,0.321781097623359,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"HER42PB","Fe","WLS",0.399609665737381,0,0.999024164343452,4009,0.711426381771426,0.612877558837851,19118.97376675,NA,8,0.318856979630259,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"HER42PB","Fe","RF",0.278980935514483,0.464968225857471,0,3901,0.80646417107391,0.501910285388067,18226.9640487726,0.516653413340178,5,0.502337918930422,"Unstable","Low confidence (noise-dominated)",FALSE,8
"HER42PB","Mn","PLS_LOO",0.8947664408058,0.824610734676333,1,3901,0.652472643614871,0.567888873609633,106.37886834467,0.583845224423336,1,0.790824778954716,"Preferred 1","High confidence (signal-dominated)",FALSE,1
"HER42PB","Mn","PLS_kfold",0.8947664408058,0.824610734676333,1,3901,0.652472643614871,0.567888873609633,106.37886834467,0.583845224423336,2,0.790824778954716,"Acceptable 2","High confidence (signal-dominated)",FALSE,2
"HER42PB","Mn","OLS",0.613706807533945,1,0.034267018834863,3936,0.642325781154841,0.576119639333299,111.776118917736,0.578466614037536,5,0.497410599846452,"Unstable","Low confidence (noise-dominated)",FALSE,3
"HER42PB","Mn","RF",0.589941917562683,0.810416159203079,0.259230555102088,3901,0.693783864178937,0.533068349436722,100.340442065868,0.538666849894129,3,0.767831344333452,"Acceptable 3","High confidence (signal-dominated)",FALSE,4
