"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"BI10","Ca","Bayes",0.825098675983674,0.954003236021566,0.631741835926835,4577,0.71849446314204,0.377551919451181,4920.26934220119,0.391342413156401,1,0.89337836429761,"Preferred 1","High confidence (signal-dominated)",FALSE,1
"BI10","Ca","OLS_weighted",0.80762326312237,0.689423322901102,0.984923173454271,5017,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.682931997255936,"Unstable","Moderate confidence",FALSE,2
"BI10","Ca","PLS_LOO",0.797102234945923,1,0.492755587364808,4577,0.714591218855023,0.380160401230266,5060.00126868248,0.391014570914877,2,0.837235427150408,"Acceptable 2","High confidence (signal-dominated)",FALSE,3
"BI10","Ca","PLS_kfold",0.797102234945923,1,0.492755587364808,4577,0.714591218855023,0.380160401230266,5060.00126868248,0.391014570914877,3,0.837235427150408,"Acceptable 3","High confidence (signal-dominated)",FALSE,4
"BI10","Ca","OLS",0.703342420155048,0.550924765384859,0.931968902310332,5017,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.612277417462477,"Unstable","Moderate confidence",FALSE,5
"BI10","Ca","RF",0.55481577918628,0.924692965310466,0,4577,0.739371873885863,0.363281977243897,4506.9080410246,0.371218256028587,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,6
"BI10","Ca","WLS_weighted",0.401434591830008,0.00396030853295355,0.997646016775588,5017,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.310714594767109,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"BI10","Ca","WLS",0.4,0,1,5017,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.308444560944566,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"BI10","Fe","OLS_weighted",0.945836287685103,1,0.864590719212758,5017,0.705011398870254,0.619652240442579,19165.0781241486,NA,1,0.685764682948298,"Preferred 1","Moderate confidence",FALSE,1
"BI10","Fe","OLS",0.630661180785151,0.437023640782447,0.921117490789207,5017,0.711860213839782,0.612416695598065,19046.317786508,0.619207902382141,6,0.490537268119636,"Unstable","Low confidence",FALSE,2
"BI10","Fe","PLS_LOO",0.449418908714476,0.692637452394,0.0845910931951899,4577,0.769588412151896,0.547643031052147,12699.4253247054,0.558876405734737,3,0.539037995940333,"Acceptable 3","Low confidence",FALSE,3
"BI10","Fe","PLS_kfold",0.449418908714476,0.692637452394,0.0845910931951899,4577,0.769588412151896,0.547643031052147,12699.4253247054,0.558876405734737,4,0.539037995940333,"Acceptable 4","Low confidence",FALSE,4
"BI10","Fe","WLS_weighted",0.404310743560733,0.00718457260122083,1,5017,0.711404682307114,0.612900601250386,19121.2837499281,NA,7,0.321781097623359,"Unstable","Low confidence (uncertainty-dominated)",FALSE,5
"BI10","Fe","WLS",0.399247228987832,0,0.998118072469581,5017,0.711426381771426,0.612877558837851,19118.97376675,NA,8,0.318856979630259,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"BI10","Fe","Bayes",0.391559654689626,0.568963761646084,0.125453494254939,4577,0.782666025570093,0.531874559979908,13054.643263387,0.553367126639677,2,0.562584151391753,"Acceptable 2","Low confidence",FALSE,7
