"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"KER1","Sr","RF",0.6,1,0,2249,0.724605462674095,0.324729281645887,42.4284084999708,0.327736832283875,1,1,"Preferred 1","High confidence (signal-dominated)",FALSE,5
"KER1","Sr","OLS_weighted",0.4,0,1,2310,0.588442221601662,0.396971381054182,68.563181097856,NA,8,0.194384994574195,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"KER1","Sr","WLS_weighted",0.352650626796989,0.111329077596,0.714632950598473,2310,0.605197017350042,0.38880693583257,61.616501941787,NA,7,0.279673654231843,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"KER1","Sr","WLS",0.313030949857398,0.0985215662981467,0.634795025196275,2310,0.605899324973479,0.388460961218056,59.3656290640811,NA,6,0.303199881502357,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"KER1","Ti","PLS_LOO",0.826786944559369,0.748708362242265,0.943904818035024,2249,0.754035431978301,0.610392701137588,2029.36926987965,0.641872967170071,2,0.714647702901392,"Acceptable 2","Moderate confidence",FALSE,1
"KER1","Ti","PLS_kfold",0.826786944559369,0.748708362242265,0.943904818035024,2249,0.754035431978301,0.610392701137588,2029.36926987965,0.641872967170071,3,0.714647702901392,"Acceptable 3","Moderate confidence",FALSE,2
"KER1","Ti","OLS",0.724633335945585,0.650803998771061,0.835377341707371,2505,0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,1,0.740802902134819,"Preferred 1","Moderate confidence",FALSE,3
"KER1","Ti","OLS_weighted",0.716352966372082,0.626721661760214,0.850799923289884,2505,0.718555763474536,0.652933928562262,2173.73266969499,NA,5,0.68076519024861,"Unstable","Moderate confidence",FALSE,4
"KER1","Ti","Bayes",0.711369992047064,0.76647918688794,0.628706199785751,2249,0.769067236846491,0.591446999353038,1783.30513592537,0.623668660505259,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,5
"KER1","Ti","RF",0.6,1,0,2249,0.756878389356067,0.606854866359101,1582.52952794485,0.609044942817076,6,0.630282207935879,"Unstable","Low confidence (noise-dominated)",FALSE,6
"KER1","Ti","WLS",0.4,0,1,2505,0.728935134347202,0.640781067535794,1882.89538666468,NA,8,0.332506166076154,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"KER1","Ti","WLS_weighted",0.39928587972267,0.012978823032277,0.978746464758259,2505,0.72919658362992,0.640471967780676,1893.08238585334,NA,7,0.34425967066866,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"KER1","Zr","RF",0.631501917701886,0.385836529503144,1,2249,0.763434294129901,0.639191072577344,44.0874905808599,0.656891235581288,3,0.678526485599792,"Acceptable 3","Moderate confidence",FALSE,1
"KER1","Zr","OLS",0.612840507646776,0.786382544479107,0.352527452398281,2523,0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,1,0.79661226749289,"Preferred 1","High confidence (signal-dominated)",FALSE,2
"KER1","Zr","PLS_LOO",0.6,1,0,2249,0.697291605179832,0.723047851394819,93.2499291193699,0.762985283258762,5,0.645222285268613,"Unstable","Low confidence (noise-dominated)",FALSE,3
"KER1","Zr","PLS_kfold",0.590873857335178,0.845613987422729,0.20876366220385,2249,0.666923514991935,0.758449717250912,101.723366963639,0.774192091060072,6,0.627683872427191,"Unstable","Low confidence (noise-dominated)",FALSE,4
"KER1","Zr","Bayes",0.5726205375691,0.702711848804389,0.377483570716168,2249,0.723503699572672,0.691034085621477,78.0488237943269,0.73294668717106,4,0.664969526771217,"Acceptable 4","Moderate confidence",FALSE,5
"KER1","Zr","WLS_weighted",0.458497078647821,0.585341676077294,0.26823018250361,2523,0.608229412035276,0.822565937768544,162.575252795128,NA,2,0.707216621013986,"Unstable","Low confidence (noise-dominated)",FALSE,6
"KER1","Zr","WLS",0.343493428646271,0.380894429736009,0.287391927011664,2523,0.608323185716187,0.822467487738816,159.077231156446,NA,7,0.624937788350594,"Unstable","Low confidence (noise-dominated)",FALSE,7
"KER1","Zr","OLS_weighted",0.102482778909039,0,0.256206947272598,2523,0.401191970178938,1.01694769214115,153.784821913486,NA,8,0.260564765296239,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
