"Site","Element","Model","R2","RMSE","RMSE_ppm","RMSEP","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","Roughness","SNR_CI_s","SNR_smooth_s","Roughness_norm","Robustness_score","Robust_Rank","Global_Rank","Robustness_Class","Stability_class","Confidence_class","Confidence_Flag","Unstable_flag","Bootstrap_Unstable","R2_q05","R2_q95","Robustness_low","Robustness_high","Is_Production_Model","Rank_site","Robustness_score_site","n_mean","R2_overall","RMSE_overall","RMSEP_overall"
"ALL","Ca","Bayes",0.71849446314204,0.377551919451181,4920.26934220119,0.391342413156401,11346.9447772753,18368.730735261,2.30616333946446,0.416180627939233,4.17432514192196,1831.36426414733,0.880795412567876,0.95417792673025,0.0791459673704801,0.89337836429761,1,1,"Preferred 1","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.609700413189177,0.747602869381438,0.893979184949795,0.90286449739367,TRUE,NA,NA,NA,NA,NA,NA
"ALL","Ca","PLS_LOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844393052063046,1,NA,0.837235427150408,NA,2,"Acceptable 2",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,1,0.906635831237828,13396,0.714591218855023,0.380160401230266,5060.00126868248
"ALL","Ca","PLS_LOO",0.714591218855023,0.380160401230266,5060.00126868248,0.391014570914877,11255.5432374305,18369.0735446626,2.22441510184863,0.401641950155111,4.10324734399092,1798.03699424201,0.844393052063046,0.843735698366733,0,0.837235427150408,2,2,"Acceptable 2","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.595974555714744,0.750197871349793,0.812251917349835,0.863390475772702,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","PLS_kfold",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.844393052063046,1,NA,0.837235427150408,NA,3,"Acceptable 3",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,2,0.906635831237828,13396,0.714591218855023,0.380160401230266,5060.00126868248
"ALL","Ca","PLS_kfold",0.714591218855023,0.380160401230266,5060.00126868248,0.391014570914877,11255.5432374305,18369.0735446626,2.22441510184863,0.401641950155111,4.10324734399092,1798.03699424201,0.844393052063046,0.843735698366733,0,0.837235427150408,3,3,"Acceptable 3","Stable","High confidence","High confidence (signal-dominated)",FALSE,FALSE,0.595974555714744,0.750197871349793,0.812251917349835,0.863390475772702,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","Bayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880795412567876,0.555015766768837,NA,0.89337836429761,NA,1,"Preferred 1",NA,NA,"High confidence (signal-dominated)",NA,FALSE,NA,NA,NA,NA,NA,3,0.750483554248261,13396,0.71849446314204,0.377551919451181,4920.26934220119
"ALL","Ca","RF",0.739371873885863,0.363281977243897,4506.9080410246,0.371218256028587,11008.1315358607,17034.9079510132,2.44250191831252,0.463789548433136,3.56024059408792,2219.12313435223,1,0,1,0.7,4,4,"Unstable","Unstable","Moderate confidence","Low confidence (noise-dominated)",TRUE,FALSE,0.62768462186959,0.758875918458664,0.7,0.7,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","RF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.316894442706861,NA,0.7,NA,4,"Unstable",NA,NA,"Low confidence (noise-dominated)",NA,FALSE,NA,NA,NA,NA,NA,4,0.726757777082745,13396,0.739371873885863,0.363281977243897,4506.9080410246
"ALL","Ca","OLS_weighted",0.60078407376705,0.449611220751241,5620.88386479327,NA,10492.425843022,18035.9437498918,1.86668611119008,0.449204423146897,4.19853658933548,1929.67848098767,0.963481342900547,0.991798200319057,0.312623651567359,0.682931997255936,5,5,"Unstable","Acceptable","Moderate confidence","Moderate confidence",FALSE,FALSE,0.506693877391423,0.664163105864895,0.682931997255936,0.682931997255936,FALSE,NA,NA,NA,NA,NA,NA
"ALL","Ca","OLS_weighted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963481342900547,0,NA,0.682931997255936,NA,5,"Unstable",NA,NA,"Moderate confidence",NA,FALSE,NA,NA,NA,NA,NA,5,0.578088805740328,14519,0.60078407376705,0.449611220751241,5620.88386479327
