"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.37872007844385,-0.137872007844385,1.3049526576182,0.182693372066548,1.50646312961264,0.68864160587004,2.32428465335524,1.58787503757117,0.468901207480886,2.70684886766146
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.20646118298129,-0.120646118298129,1.0281289082459,0.143938047154425,1.62777843687544,0.810681330570693,2.44487554318019,1.69917260677321,0.626190946454744,2.77215426709167
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.26291733910905,-0.126291733910905,1.97090735948023,0.275927030327233,1.58801853995328,0.770696076935084,2.40534100297148,1.66269592481935,0.574641414505812,2.75075043513289
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-1.2158157039933,-0.12158157039933,2.18038714473555,0.305254200262976,1.62119040792157,0.804056774779644,2.4383240410635,1.69312859118324,0.617649474337418,2.76860770802906
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.819447712012431,-0.0819447712012431,2.05065592068389,0.287091828895745,1.90033712256396,1.08446734894012,2.7162068961878,1.94922447464113,0.979549838659046,2.91889911062321
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.18173200656464,-0.118173200656464,2.00602850843823,0.280843991181352,1.64519424363123,0.82819214078506,2.46219634647739,1.7151502851169,0.648770698345698,2.78152987188811
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.48318241596533,-0.148318241596533,2.20240610833466,0.308336855166852,1.43289432760808,0.614580219410088,2.25120843580606,1.5203812561436,0.373513916049304,2.6672485962379
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-1.73129755123555,-0.173129755123555,0.8436445763641,0.118110240690974,1.25815639148563,0.438511573995361,2.07780120897591,1.36007248739376,0.14694641903858,2.57319855574895
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.11060390830465,-0.211060390830465,2.17022093152237,0.303830930413132,0.991025529355073,0.168911286509186,1.81313977220096,1.11500023489086,-0.199435353669282,2.42943582345101
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.11629450884487,-0.111629450884487,1.18035775986723,0.165250086381413,1.69127935361098,0.874517739842876,2.50804096737909,1.75742986906128,0.70851984321147,2.80633989491109
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.33591072305371,-0.133591072305371,2.03417261627581,0.284784166278613,1.53661211024398,0.718980838927754,2.35424338156021,1.61553443467362,0.50799099016894,2.72307787917831
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.03522996943664,-0.103522996943664,1.50628944908492,0.210880522871889,1.74836998733425,0.931884325560076,2.56485564910842,1.80980618414441,0.782536299458527,2.83707606883029
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-1.50968204762406,-0.150968204762406,2.39385073836139,0.335139103370595,1.41423165739649,0.59578620659238,2.23267710820059,1.50325967539477,0.349316114289755,2.65720323649979
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-1.3768662592819,-0.13768662592819,1.67726057865771,0.234816481012079,1.50776870306727,0.689955557950027,2.32558184818452,1.58907280193574,0.470593960921803,2.70755164294967
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.295947512143852,-0.0295947512143852,1.60030995577748,0.224043393808848,2.26901815600876,1.45392387729348,3.08411243472403,2.28746128711865,1.45745706152893,3.11746551270836
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-0.678603836695197,-0.0678603836695197,1.72501753913816,0.241502455479343,1.99952804077061,1.18396708003756,2.81508900150365,2.04022459929484,1.1081363117789,2.97231288681078
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.738369632464122,-0.0738369632464122,1.80425442055466,0.252595618877652,1.95743729208652,1.14175428731791,2.77312029685513,2.00160953809498,1.0535725438351,2.94964653235485
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.12113756642494,-0.112113756642494,1.43545442424602,0.200963619394443,1.68786857463879,0.871089704802046,2.50464744447553,1.75430073872104,0.704097814570984,2.8045036628711
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-1.73504450703648,-0.173504450703648,1.12947680997815,0.158126753396941,1.2555175547912,0.435850911285229,2.07518419829717,1.35765155539237,0.143524798417243,2.57177831236749
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-1.25833031555987,-0.125833031555987,1.49235747353002,0.208930046294202,1.59124900401609,0.773945290378569,2.40855271765361,1.66565962994196,0.57882980186935,2.75248945801456
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.63229400609245,-0.163229400609245,1.45955250562134,0.204337350786987,1.32788077620836,0.508794023968503,2.14696752844821,1.42403930830727,0.237353096301375,2.61072552031316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.84481874090254,-0.184481874090254,1.98646704143414,0.27810538580078,1.17820778872519,0.357878922335215,1.99853665511516,1.28672572391353,0.0432810232726539,2.5301704245544
